의원명,제목,언론사,링크,발행일,요약,관련보도수
강승규,"이 대통령, 지지율 하락에 '2기 내각' 승부수? [정치 ON]",ytn.co.kr,https://www.ytn.co.kr/_ln/0101_202608311632534867,2026-08-31,YTN 뉴스ON 출연해 현안 입장 밝혀,1
김형동,"히말라야 7곳, 한국 수력이 걸려 있다",smedaily.co.kr,http://www.smedaily.co.kr/news/articleView.html?idxno=362400,2026-08-31,해외 수력 사업 정체에 우려 표명,1
김주영,"'국가전력망 민간참여 본격화, 공공성 훼손 우려와...",weekly.hankooki.com,https://weekly.hankooki.com/news/articleView.html?idxno=7181526,2026-08-31,국가전력망 민간참여 토론회 개최,1
김영진,"국회서 경찰 개혁 토론회...""실패한 시스템 다시 설계해야""",ytn.co.kr,https://www.ytn.co.kr/_ln/0101_202608311805409759,2026-08-31,경찰 개혁 토론회서 실종자 수사 제도 정비 촉구,1
김성원,"가상자산 복수은행 제휴, 2단계법 입법 시계에 달렸다",dailypop.kr,http://www.dailypop.kr/news/articleView.html?idxno=102078,2026-08-31,특정금융정보법 개정안 대표 발의,1
김성원,尹 정권 때는 '사법 독립' 주장하던 민주당... 국힘도 다르지 않았다,hankookilbo.com,https://www.hankookilbo.com/news/article/A2026083014520004536?did=NA,2026-08-31,과거 대법관후보추천위원회 구성 변경을 위한 법원조직법 개정안을 발의함,1
맹성규,"외통위, 네팔 홍수 대응 점검…""수색에 모든 수단 동원""",edaily.co.kr,https://www.edaily.co.kr/News/Read?newsId=03699846645552896&mediaCodeNo=257&utm_source=naver&utm_medium=referral&utm_campaign=news_syndication&utm_content=original_article,2026-08-31,외통위 네팔 홍수 대응 점검,1
김정호,"민주당, 전국정당추진위원장에 김정호…김용남 정책위 상임부의장",edaily.co.kr,https://www.edaily.co.kr/News/Read?newsId=03276726645552896&mediaCodeNo=257&utm_source=naver&utm_medium=referral&utm_campaign=news_syndication&utm_content=original_article,2026-08-31,전국정당추진특별위원장 임명,1
김선교,"농협 비조합원 대출 완화 무산 수순…""수익원 확보 대안 모색""",news.mtn.co.kr,https://news.mtn.co.kr/news-detail/2026083115592789085,2026-08-31,비조합원 대출 확대 비판,1
김정호,민주당 추가 인선…정책위 상임부의장 김용남·윤리감찰 부단장 강민구,mt.co.kr,https://www.mt.co.kr/politics/2026/08/31/2026083111071362678,2026-08-31,민주당 전국정당추진특별위원회 위원장 임명,1
권칠승,"민주당, '메가텐' 띄워 정책 드라이브…민심 반등 승부수",iusm.co.kr,https://www.iusm.co.kr/news/articleView.html?idxno=1067211,2026-08-31,민주당 정책위의장 임명,1
용혜인,"""李 지지율 앞자리 2 찍을 것""…안철수, 용혜인 지명에 맹공",imaeil.com,https://www.imaeil.com/page/view/2026083109300559776,2026-08-31,성평등가족부 장관 후보자로 지명됨,1
김준혁,'차세대 국가과학기술자' 1천명 키운다…연 5천만원 지원,nocutnews.co.kr,https://www.nocutnews.co.kr/news/6570941?utm_source=naver&utm_medium=article&utm_campaign=20260831064008,2026-08-31,박사후연구원 규정 고등교육법 개정안 대표발의,1
이재강,"네팔 실종자 수색 난항 계속…국회 외통위, 외교부 찾아 상황 점검",idomin.com,https://www.idomin.com/news/articleView.html?idxno=2013690,2026-08-31,"외통위, 외교부 찾아 네팔 실종자 수색 점검",1
김기웅,"이소영 중기부 장관 지명, 약사사회가 긴장할 이유",kpanews.co.kr,https://www.kpanews.co.kr/news/articleView.html?idxno=541949,2026-08-31,중기부 장관 후보자 지명,1
김재섭,장미란씨 사건 '허위 종결' 경찰…제주 실종 10건 중 3건 맡았다,imaeil.com,https://www.imaeil.com/page/view/2026083109362178957,2026-08-31,제주 성인 실종 사건 자료 공개,1
박지원,"박지원 ""김승원, 공소취소 않을 것.. 김용범, 대통령에 가장 필요한 사...",jibs.co.kr,https://www.jibs.co.kr/news/articles/articlesDetail/65003?feed=na,2026-08-31,김승원 법무장관 지명자 옹호 및 공소취소 입장 방어,1
박성훈,"""빚 못 버티는 서민 급증…채무조정 3년새 56%↑""",hansbiz.co.kr,http://www.hansbiz.co.kr/news/articleView.html?idxno=860708,2026-08-31,채무조정 확정자 3년 새 56% 급증 지적,1
문대림,농어촌 빈집 활용한 빈집재생민박사업 도입 및 참여 대상 확대 추진,pinpointnews.co.kr,https://www.pinpointnews.co.kr/news/articleView.html?idxno=482168,2026-08-31,'농어촌정비법' 일부개정법률안 대표발의,1
김현정,"KoSIF ""전환금융, 금융기관의 전환계획 공통기준·감독체계 필요""",efnews.co.kr,http://www.efnews.co.kr/news/articleView.html?idxno=131994,2026-08-31,국회 김현정 의원실과 한국사회책임투자포럼이 2024 화석연료금융 백서를 발간함,1
박홍배,대형마트-골목상권 '새벽배송' 놓고 정면충돌…택배 심야배송 제한도 격...,econovill.com,https://www.econovill.com/news/articleView.html?idxno=749397,2026-08-31,새벽배송 제한 산업안전보건법 개정안 발의,1
용혜인,"박원석 ""비례 재선 용혜인, 무임승차 이미지…2030 정서 맞지 않아""[뉴스...",nocutnews.co.kr,https://www.nocutnews.co.kr/news/6570394?utm_source=naver&utm_medium=article&utm_campaign=20260831094903,2026-08-31,성평등가족부 장관 후보자 지명 거론,1
김승원,용혜인 발탁의 의미는? 김승원 지명이 '공소취소'에 보내는 신호는?…오...,dailian.co.kr,https://www.dailian.co.kr/news/view/1684298/?sc=Naver,2026-08-31,신임 법무부 장관 후보자 발탁,1
김성원,"이소영 의원, 중기부장관 내정…약 배송 반대 진영엔 악재",dailypharm.com,https://www.dailypharm.com/user/news/341924?REFERER=NP,2026-08-31,의료법 및 약사법 개정안 대표발의,1
김승수,국민의힘 차기 대구시당위원장에 김승수 의원 내정,daily.hankooki.com,https://daily.hankooki.com/news/articleView.html?idxno=1400835,2026-08-31,국민의힘 대구시당위원장 내정,1
김민석,"李대통령, 6개 부처 '일괄 개각' 승부수",finomy.com,http://www.finomy.com/news/articleView.html?idxno=260332,2026-08-31,더불어민주당 대표로서 6개 부처 일괄 개각을 민생·실용 확장 노선에 부합한다고 환영함,1
서영교,"조희대 없는 '조희대 현안질의'... ""대법관 쇼핑"" vs ""직권남용""",lawtv.kr,https://www.lawtv.kr/news/articleView.html?idxno=60792,2026-08-31,조희대 대법원장의 현안질의 불출석에 대해 직권남용 및 직무유기 소지가 있다고 해석함,1
박정훈,"국힘 박정훈 ""청와대, 동북아역사재단 이사장 해임 개입 의혹""",ytn.co.kr,https://www.ytn.co.kr/_ln/0101_202608311745049914,2026-08-31,동북아역사재단 이사장 해임 청와대 개입 의혹 제기,1
천하람,"천하람 ""개혁신당, 기득권과 타협 대신 홀로서기 계속…새 지도부...",edaily.co.kr,https://www.edaily.co.kr/News/Read?newsId=02479686645552896&mediaCodeNo=257&utm_source=naver&utm_medium=referral&utm_campaign=news_syndication&utm_content=original_article,2026-08-31,기득권과 타협 없는 개혁신당의 홀로서기 강조,1
김승원,부동산·주식 문제 최대 책임자는 그대로 뒀다,wikitree.co.kr,https://www.wikitree.co.kr/articles/1156123,2026-08-31,법무부 장관 후보자 지명,1
김영배,여당 “민간 용적률 120~130% 상향 검토”,khan.co.kr,https://www.khan.co.kr/article/202608312108015,2026-08-31,민간 용적률 상향 타협안 검토,1
백혜련,당청·사법부 정면격돌…진보진영 조희대 대법원장 압박,naeil.com,https://www.naeil.com/news/read/600550?ref=naver,2026-08-31,대법원장 법사위 출석 관련 과거 발언 부각,1
김병주,"국방장관 ""광주 군공항 무안 이전, 2032년 완공"" 재확인",namdonews.com,https://www.namdonews.com/news/articleView.html?idxno=921781,2026-08-31,국방위서 광주 군공항 이전 질의,1
김남준,"한은 3.3%도 보수적?…주요 기관 20곳, 올해 성장 더 높게 전망",yna.co.kr,https://www.yna.co.kr/view/AKR20260829050900002?input=1195m,2026-08-31,한국은행 자료를 통해 주요 기관의 경제 성장 전망 상향 소식을 전함,1
용혜인,사무실로 향하는 용혜인 성평등가족부 장관 후보자,yna.co.kr,https://www.yna.co.kr/view/PYH20260831017800013?input=1196m,2026-08-31,성평등가족부 장관 후보자로 지명된 후 국회 사무실로 출근함,1
김영배,"與서울시당 ""서울·2030 민심 심각…부동산 민심 가벼이 여겼다""",pressian.com,https://www.pressian.com/pages/articles/2026083115130371353?utm_source=naver&utm_medium=search,2026-08-31,서울 부동산 민심 지적 및 유연한 대응 촉구,1
김종민,정기국회 개막…행정수도특별법 처리가 최우선,daejonilbo.com,https://www.daejonilbo.com/news/articleView.html?idxno=2297869,2026-08-31,행정수도특별법 처리 최우선 강조,1
박성준,"공소취소 문제, 당정 주요 국면마다 뇌관 부상",khan.co.kr,https://www.khan.co.kr/article/202608312104005,2026-08-31,더불어민주당 수석대변인 임명,1
장동혁,"국힘 ""李 개각, 국정쇄신 거부…민심 역주행""",news.tf.co.kr,https://news.tf.co.kr/read/ptoday/2359663.htm,2026-08-31,신임 법무부 장관 지명을 국정쇄신 거부이자 민심 역주행으로 규정함,1
용혜인,"용혜인, 성평등부 장관 돼도 비례의원직 유지할 듯…""의원직 유지가 당...",newsis.com,https://www.newsis.com/view/NISX20260831_0003769034,2026-08-31,장관 지명 후 비례대표 의원직 유지 논의,1
용혜인,"""'혐오 장사꾼' 용혜인 기용, 李정권 자폭 카드""…안철수, 성평등 장관 ...",dailian.co.kr,https://www.dailian.co.kr/news/view/1684354/?sc=Naver,2026-08-31,장관 기용에 정권 자폭 카드라며 비판,1
김승원,"李, 재경부·법무부·국방부 등 6개 부처 개각",newsprime.co.kr,http://www.newsprime.co.kr/news/article.html?no=745677,2026-08-31,판사 출신이자 국회 법제사법위원회 간사로서 법무부 장관 후보자에 지명됨,1
고동진,"국회 외통위 ""네팔서 한국인 수색 본격화 아직…지원 방안 모색""",yonhapnewstv.co.kr,http://www.yonhapnewstv.co.kr/news/AKR20260831145914PDI,2026-08-31,네팔 한국인 수색 지연 상황 점검,1
이소영,국토부 장관 후보자에 홍지선···경제부총리 등 6개 부처 개각,koscaj.com,https://www.koscaj.com/news/articleView.html?idxno=326130,2026-08-31,중소벤처기업부 장관 후보자 지명,1
김기표,"여야 지도부·법사위원, 조희대 대법원장 부친상 조문(종합)",yna.co.kr,https://www.yna.co.kr/view/AKR20260831162451001?input=1195m,2026-08-31,조희대 대법원장 부친상 조문,1
김용태,김용태 의원 “소방시설 차단뿐 아니라 훼손 시에도 처벌해야”,fpn119.co.kr,http://fpn119.co.kr/255898,2026-08-31,소방시설 훼손 처벌 법안 발의,1
김승수,국힘 차기 대구시당위원장 김승수 내정…내달 5일 공식 선출,yna.co.kr,https://www.yna.co.kr/view/AKR20260831046700053?input=1195m,2026-08-31,국민의힘 차기 대구시당위원장 내정,1
이해민,국토부 장관 후보자에 홍지선···경제부총리 등 6개 부처 개각,koscaj.com,https://www.koscaj.com/news/articleView.html?idxno=326130,2026-08-31,대통령비서실 AI미래기획수석비서관에 내정됨,1
김병기,"""방시혁 사건, 이번주 송치…신병처리도 곧 결정""",yonhapnewstv.co.kr,http://www.yonhapnewstv.co.kr/news/MYH202608312331021Ji,2026-08-31,수사심의위 권고에 따른 수사 마무리 방침,1
강명구,5년간 실종 허위종결 경찰관 징계 ‘1건’…그마저도 불문...,news.kbs.co.kr,https://news.kbs.co.kr/news/pc/view/view.do?ncd=8650646&ref=A,2026-08-31,실종 허위종결 경찰관 불문경고 징계 질타,1
박상웅,"수사 기록 못 보는 수심위, 경찰 의존 큰 국경위… 견제 ‘구멍’ [심층...",segye.com,https://www.segye.com/newsView/20260831515927?OutUrl=naver,2026-08-31,경찰청 자료로 수심위 현황 지적,1
김은혜,"공사하면서 경마하라니… 말산업·경마계 “비용, 시기, 안전 3가지 문제...",joongang.co.kr,https://www.joongang.co.kr/article/25457794,2026-08-31,경마공원 주택 공급 우려 표명,1
김승원,"""공소취소 선봉장"" vs ""정치 공세""…공방 격화",news.sbs.co.kr,https://news.sbs.co.kr/news/endPage.do?news_id=N1008729925&plink=ORI&cooper=NAVER,2026-08-31,법무부 장관 후보자 지명 공방 격화,1
배준영,"정부, 연말 자발적 탄소시장 거래소 개설…내년 크레딧 20만톤 구매",esgeconomy.com,https://www.esgeconomy.com/news/articleView.html?idxno=16550,2026-08-31,자발적 탄소시장법 제정 토론회 개최,1
한기호,양자(養子),ilyoseoul.co.kr,https://www.ilyoseoul.co.kr/news/articleView.html?idxno=521765,2026-08-31,안 장관의 발언 중 관용적 표현의 예시로 이름이 언급됨,1
이해민,부동산·주식 문제 최대 책임자는 그대로 뒀다,wikitree.co.kr,https://www.wikitree.co.kr/articles/1156123,2026-08-31,조국혁신당 의원에서 청와대 AI미래기획수석으로 기용됨,1
김선교,5년 새 해양쓰레기 20% 늘었다...AI·드론·수상로봇까지 정화현장 투입,m-economynews.com,https://www.m-economynews.com/news/article.html?no=70241,2026-08-31,최근 5년간 해양폐기물 수거 현황 자료를 분석하여 해양쓰레기 증가 문제를 지적함,1
김예지,"김예지 의원, 장애인 표준사업장 인증 취소·고용유지 법안 발의",medigatenews.com,https://www.medigatenews.com/news/1259403592,2026-08-31,장애인고용촉진법 개정안 대표발의,1
고동진,"고동진 의원, 국가핵심기술 산업스파이도 '외국 간첩죄' 적용 형법 개정...",ntoday.co.kr,https://www.ntoday.co.kr/news/articleView.html?idxno=129062,2026-08-31,국가핵심기술 산업스파이 '외국 간첩죄' 형법 개정안 발의,1
김종민,국회 앞 모인 충청권…행정수도특별법 연내 제정 촉구,newstnt.com,https://www.newstnt.com/news/articleView.html?idxno=715930,2026-08-31,행정수도특별법 연내 제정 촉구,1
강준현,"""행정수도특별법 연내 제정하라""..정기국회 결판내자",tjb.co.kr,http://www.tjb.co.kr/sub0301/bodo/view/id/103038,2026-08-31,행정수도특별법 연내 제정 촉구,1
김예지,"""점자가 180도 뒤집혀 있었다""…시각장애인 편의시설, 있어도 못 쓴다",mkhealth.co.kr,http://www.mkhealth.co.kr/news/articleView.html?idxno=79858,2026-08-31,시각장애인 편의시설 개선 토론회 참석,1
조정식,‘원팀’된 여야 의원들의 티키타카[소소한 복도통신],munhwa.com,https://www.munhwa.com/article/11613218?ref=naver,2026-08-31,여야 의원 축구 경기를 찾아 의원축구연맹의 정신을 강조함,1
허종식,"민선 9기 첫 당정협의회…인천시·민주당 ""국비 확보·현안 해결...",incheonilbo.com,https://www.incheonilbo.com/news/articleView.html?idxno=1330799,2026-08-31,인천시·민주당 당정협의회 참석해 국비 확보 논의,1
박성훈,"빚 못 버텨…채무조정자, 2022년 12만1천명→2025년 18만9천명",taxtimes.co.kr,https://www.taxtimes.co.kr/news/article.html?no=276609,2026-08-31,채무조정 확정자 증가 추이 공개,1
김선민,"'국가전력망 민간참여 본격화, 공공성 훼손 우려와...",weekly.hankooki.com,https://weekly.hankooki.com/news/articleView.html?idxno=7181526,2026-08-31,AI 행정정보 대중화 세미나 공동주최,1
오기형,"삼성전자·하이닉스, 법인세로만 연 100조 내나",sedaily.com,https://www.sedaily.com/article/20085115?ref=naver,2026-08-31,한국형 베어허그 자본시장법 개정안 추진,1
박정,민주당 추가 인선…정책위 상임부의장 김용남·윤리감찰 부단장 강민구,mt.co.kr,https://www.mt.co.kr/politics/2026/08/31/2026083111071362678,2026-08-31,정당외교추진단 단장직 유지 및 공동단장 추가 발표,1
김상훈,"② '제도 정비 아직인데 내년 세금 적절한가', 논란 격...",newspim.com,https://www.newspim.com/news/view/20260828000781,2026-08-31,국세청에 스테이킹·렌딩 보상 과세 여부와 소득 성격을 질의함,1
김종민,"세종시의회, '행정수도 완성'... 범국민 특별법 제정 촉구",newsworker.co.kr,https://www.newsworker.co.kr/news/articleView.html?idxno=501814,2026-08-31,행정수도 특별법 제정 촉구 결의,1
복기왕,"국가균형성장의 핵심 '행정수도 완성', 충청권이 이룬다",joongdo.co.kr,https://www.joongdo.co.kr/web/view.php?key=20260831010009431,2026-08-31,행정수도 완성 특별법 제정 촉구,1
김남희,"여야 지도부·법사위원, 조희대 대법원장 부친상 조문(종합)",yna.co.kr,https://www.yna.co.kr/view/AKR20260831162451001?input=1195m,2026-08-31,조희대 대법원장 부친상 조문,1
김미애,공사비 부족에 대형 공공공사 절반 이상 유찰… 평균 113일 사업 지연,m.skyedaily.com,https://m.skyedaily.com/news_view.html?ID=310788,2026-08-31,대형 기술형입찰 절반 이상 유찰 지적,1
정점식,부동산·주식 문제 최대 책임자는 그대로 뒀다,wikitree.co.kr,https://www.wikitree.co.kr/articles/1156123,2026-08-31,부동산·주식 정책 책임자 유임을 꼬리자르기 비판,1
용혜인,성평등가족부 장관 후보 지명된 용혜인 의원,newsis.com,https://www.newsis.com/view/NISI20260831_0021416639,2026-08-31,성평등가족부 장관 후보자로 지명되어 국회 사무실로 출근함,1
박성훈,버티고 버텼는데 결국…고금리·고물가에 서민 10만명 결국 ‘빚 조정’,biz.heraldcorp.com,https://biz.heraldcorp.com/article/10856956?ref=naver,2026-08-31,서민 채무조정 증가에 대책 촉구,1
김남준,반도체·내수 회복에 성장 눈높이 '껑충'…韓 올해 3.5% 전망 14곳,youthdaily.co.kr,https://www.youthdaily.co.kr/news/article.html?no=226013,2026-08-31,한국은행으로부터 경제 성장률 전망 관련 자료를 제출받음,1
송옥주,"부산시, 해양 MRO·수리조선 생태계 구축...국회서 토론회",fnnews.com,https://www.fnnews.com/news/202608310906328689,2026-08-31,"부산시, 한화오션 등과 함께 해양 MRO·수리조선 생태계 구축 국회 토론회를 공동 주최함",1
고동진,"송석준 외통위원장 ""네팔 당국 통제로 한국 등 관계국 본격 수색 아직 ...",newspim.com,https://www.newspim.com/news/view/20260831000898,2026-08-31,네팔 당국 수색 통제 배경 설명,1
김현정,"""한국수출포장, 업황 개선 앞둔 '저PBR밸류업' 입법 테마주""…버핏연구...",thevaluenews.co.kr,http://www.thevaluenews.co.kr/news/view.php?idx=201154,2026-08-31,자본시장법 개정안 대표 발의,1
권영세,"네팔 실종자 수색 난항 계속…국회 외통위, 외교부 찾아 상황 점검",idomin.com,https://www.idomin.com/news/articleView.html?idxno=2013690,2026-08-31,외통위 외교부 방문 네팔 상황 점검,1
고민정,李 부름 받은 용혜인·이해민… 2028년 '안산·분당' 출마 도전할까,joongboo.com,https://www.joongboo.com/news/articleView.html?idxno=363735321,2026-08-31,이재명 정부 2차 개각 하마평 거론,1
김장겸,"野 김장겸, 선거시스템 개혁 '국민주권보장법' 발의…""선관위 개혁""",news.tvchosun.com,https://news.tvchosun.com/site/data/html_dir/2026/08/31/2026083190159.html,2026-08-31,선관위 개혁 담은 국민주권보장법 발의,1
장동혁,김승원 법무부 장관 후보자 과거 발언 손팻말 든 장동혁 대표,yna.co.kr,https://www.yna.co.kr/view/PYH20260831026000013?input=1196m,2026-08-31,최고위원회의에서 김승원 법무부 장관 후보자의 과거 SNS 발언을 언급하며 비판함,4
김기현,4차 공판 출석하는 김기현 국민의힘 의원,newspim.com,https://www.newspim.com/news/view/20260831000409,2026-08-31,부정청탁 혐의 4차 공판 출석,1
고동진,네팔 홍수 실종자 9명 육로 수색에도…현장 통제에 '난항',m-i.kr,https://www.m-i.kr/news/articleView.html?idxno=1407986,2026-08-31,네팔 현장 통제로 수색 난항,1
주철현,"주철현 의원, 순천대 의대 선정 환영...“동부권 공공혁신지구 조성해야...",lawissue.co.kr,http://www.lawissue.co.kr/view.php?ud=2026083109351429229aeda69934_12,2026-08-31,순천대 의대 선정 환영 및 공공혁신지구 조성 촉구,1
최수진,"野 ""李대통령 지지율 30% 폭락…위헌적 방탄 특검 당장 폐기해야""",news1.kr,https://www.news1.kr/politics/assembly/6274212,2026-08-31,논평을 통해 대통령 지지율 하락과 위헌적 방탄 특검 폐기를 촉구함,1
김현정,"“3연임 만장일치 과하다” 금융지주 회장 규제, 막판까지 갈팡질팡",seoul.co.kr,https://www.seoul.co.kr/news/economy/2026/08/31/20260831500273?wlog_tag3=naver,2026-08-31,금융지주 회장 연임 규제 개정안 발의,1
김영배,"KF·한독협회, 9월 2~4일 독일 에슈보른서 '제24차 한독포럼' 개최",pharmnews.com,https://www.pharmnews.com/news/articleView.html?idxno=305929,2026-08-31,제24차 한독포럼 참석,1
김성범,재해대응·농협법 개정·농특세 활용 등 현안 집중 질타,aflnews.co.kr,https://www.aflnews.co.kr/news/articleView.html?idxno=327153,2026-08-31,국회 농해수위에서 제주지역 가뭄 등 재해대응과 농업 현안에 대해 질의함,1
김영배,‘난개발 우려’ 외치더니… 자치구 권한 이양 두고 민주당 갈팡질팡,dnews.co.kr,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202608290114412240792,2026-08-31,자치구 권한 이양과 관련한 서울시당 현안에 참석함,1
김기현,"김기현 ""기후부와 소속기관서 비위 이어져... 공직기강 확립을""",ohmynews.com,https://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0003263170&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news,2026-08-31,기후부 소속기관 비위 지적 및 공직기강 확립 촉구,1
백혜련,26년 산 시설서 장애인 사망···사회복지사 자격증 '3년마다 신고' 왜...,womaneconomy.co.kr,https://www.womaneconomy.co.kr/news/articleView.html?idxno=258095,2026-08-31,사회복지사 자격 신고 관련 법안 재발의,1
정희용,"""4년째 청약통장 가입자 보다 깬 사람 더 많았다""",edaily.co.kr,https://www.edaily.co.kr/News/Read?newsId=02578086645552896&mediaCodeNo=257&utm_source=naver&utm_medium=referral&utm_campaign=news_syndication&utm_content=original_article,2026-08-31,청약통장 가입자 이탈 대책 마련 촉구,1
박지원,"박지원 ""김승원, 공소취소 않을 것.. 김용범, 대통령에 가장 필요한 사...",jibs.co.kr,https://www.jibs.co.kr/news/articles/articlesDetail/65003?feed=na,2026-08-31,김승원 법무장관 지명 관련 야권 공세 방어,1
김남희,檢 폐지까지 단 30일… 땜질식 ‘경찰개혁’에 커지는 우려 [이슈&트렌...,dt.co.kr,https://www.dt.co.kr/article/12081212?ref=naver,2026-08-31,경찰개혁추진단 활동 및 현장 방문,1
안철수,"안철수 “‘혐오 장사꾼’ 용혜인 장관 기용, 이재명 정권 자폭카드”",joongang.co.kr,https://www.joongang.co.kr/article/25457634,2026-08-31,용혜인 의원의 장관 지명에 대해 이재명 대통령을 향해 정권 자폭 카드라며 비판함,1
문대림,"문대림 의원, 농어촌 빈집 민박으로 푼다… '예약 뒤 가격인상' 최대 50...",fnnews.com,https://www.fnnews.com/news/202608311432153971,2026-08-31,농어촌 빈집 활용 민박 제도 개선 추진,1
김용태,"""9개월 공석 해경청장 임명 제청해야""…국회 농해수위서 질타",edaily.co.kr,https://www.edaily.co.kr/News/Read?newsId=04004886645552896&mediaCodeNo=257&utm_source=naver&utm_medium=referral&utm_campaign=news_syndication&utm_content=original_article,2026-08-31,해양경찰청장 공석 지적,1
김윤덕,"여당에서도 나온 재건축·재개발 용적률 120~130% 인상론, 오세훈이 던진...",khan.co.kr,https://www.khan.co.kr/article/202608311741011,2026-08-31,재건축 용적률 120~130% 인상론,1
김영배,민주 지도부 “용혜인 네거티브 도 넘어”…당내선 겸직 반대,kmib.co.kr,https://www.kmib.co.kr/article/view.asp?arcid=9000007790&cp=nv,2026-08-31,김승원 장관 임명 관련 무리한 연결 곤란 발언,1
용혜인,"용혜인, 관례 깨고 비례대표 의원직 유지할 듯…박지원 ""이해해줬으면""",mbn.mk.co.kr,http://mbn.mk.co.kr/pages/news/newsView.php?category=mbn00006&news_seq_no=5215868,2026-08-31,장관 후보자 지명 후 비례의원직 유지 관측,1
김상훈,“차값 할부도 버겁다”…캐피탈사 할부금융 연체율 줄줄이 상승,sedaily.com,https://www.sedaily.com/article/20084927?ref=naver,2026-08-31,캐피탈사 상용차 할부금융 연체율 상승 자료를 공개함,1
김교흥,"김민석호, 경기 인사 '정책·안보'까지 확대…김용남·김병주 전면에",incheonilbo.com,https://www.incheonilbo.com/news/articleView.html?idxno=1330831,2026-08-31,당대표 특보단 공동단장 임명,1
임오경,‘원팀’된 여야 의원들의 티키타카[소소한 복도통신],munhwa.com,https://www.munhwa.com/article/11613218?ref=naver,2026-08-31,여야 의원 축구 경기에서 골을 넣으며 팀 승리에 기여함,1
김윤덕,'공공기관 울산 중구 유치 합의' 현수막 놓고 의원 간 충돌,newsis.com,https://www.newsis.com/view/NISX20260831_0003770222,2026-08-31,공공기관 중구 유치 합의 현수막 충돌,1
박지원,"박지원 ""김용범, 李대통령에 필요한 사람... 관료 출신 장관들 정책 속...",mt.co.kr,https://www.mt.co.kr/politics/2026/08/31/2026083108372117769,2026-08-31,단일종목 레버리지 ETF 도입 책임론이 불거진 김용범 실장을 옹호함,1
임종득,'사관학교 폐교저지 국민연대' 국회서 출범,monthly.chosun.com,https://monthly.chosun.com/news/articleView.html?idxno=71230,2026-08-31,사관학교 폐교저지 국민연대 출범식에 공동대표로 참석함,1
김승원,"김용범 실장 유임에 조선 ""이게 국정 쇄신인가""… 한겨레, 개각 긍정 평...",mediatoday.co.kr,https://www.mediatoday.co.kr/news/articleView.html?idxno=336789,2026-08-31,법무부 장관 후보자로 지명됨,1
김기현,"김기현, '김건희 로저비비에 선물' 의혹 재판 출석",news1.kr,https://www.news1.kr/photos/8079517,2026-08-31,금품 수수 혐의 4차 공판 출석,1
허종식,“수도권 역차별 깬다”…인천시·민주당 첫 당정 공조,sedaily.com,https://www.sedaily.com/article/20085095?ref=naver,2026-08-31,인천시와 더불어민주당 인천시당의 당정협의회에 참석함,1
김영배,'사법질서 흔들기' 논란 확산…여야 대격돌,imaeil.com,https://www.imaeil.com/page/view/2026083116505540627,2026-08-31,김승원 장관 후보자 옹호,1
김영호,"네팔 실종자 수색 난항 계속…국회 외통위, 외교부 찾아 상황 점검",idomin.com,https://www.idomin.com/news/articleView.html?idxno=2013690,2026-08-31,외교부 방문해 네팔 홍수 실종자 수색 상황 점검,1
박성훈,상반기 채무조정 확정자 9만7000명…3년 새 56% 증가,delighti.co.kr,https://www.delighti.co.kr/news/articleView.html?idxno=120995,2026-08-31,올해 상반기 채무조정 확정자 9만7000명 집계,1
안철수,"""'혐오 장사꾼' 용혜인 기용, 李정권 자폭 카드""…안철수, 성평등 장관 ...",dailian.co.kr,https://www.dailian.co.kr/news/view/1684354/?sc=Naver,2026-08-31,용혜인 장관 지명 철회 촉구하며 정권 자폭 카드 비판,1
김성회,조희대 불출석 예고에 與 “처벌 불가피”…野 “지극히 당연한 태도”...,segye.com,https://www.segye.com/newsView/20260830511945?OutUrl=naver,2026-08-31,김승원 법무부 장관 후보자가 대장동 사건을 변호했다는 주장은 사실이 아니라고 반박함,1
고동진,"""양해 구한다"" 용혜인에…여 ""이해해야"" vs 야 ""귀족행세"" [짤e몽땅]",mbn.mk.co.kr,http://mbn.mk.co.kr/pages/news/newsView.php?category=mbn00009&news_seq_no=5215939,2026-08-31,네팔 수색 관련 해외 지원 혼선 설명,1
김희정,"KF·한독협회, 9월 2~4일 독일 에슈보른서 '제24차 한독포럼' 개최",pharmnews.com,https://www.pharmnews.com/news/articleView.html?idxno=305929,2026-08-31,제24차 한독포럼 참석,1
남인순,첫만남이용권 '신청주의' 손본다…요건 충족하면 지급 추진,shinailbo.co.kr,https://www.shinailbo.co.kr/news/articleView.html?idxno=5056579,2026-08-31,첫만남이용권 개정안 공동발의,1
박성훈,채무조정 받고 또 생활자금 대출…취약차주 ‘빚의 굴레’ 깊어졌다,tfmedia.co.kr,https://www.tfmedia.co.kr/news/article.html?no=206860,2026-08-31,취약차주 재기 지원 대책 강화 촉구,1
고동진,"외통위 ""네팔서 한국인 본격화 아직…인력·예산 지원 노력""",news1.kr,https://www.news1.kr/diplomacy/defense-diplomacy/6274705,2026-08-31,네팔 한국인 구조 지원 입장 밝혀,1
김동아,"與 김승원 법무부 장관 후보자, 법사1소위 주재…국힘 ""이해충돌"" 반발",newsis.com,https://www.newsis.com/view/NISX20260831_0003769450,2026-08-31,법안1소위원에 보임,1
