구분,id,사건명,사건번호,날짜,기관법원,사건종류,AI요약,과징금,형량,원심참조,상세링크,조치유형
판례,616025,"특정범죄가중처벌등에관한법률위반(조세)(피고인2,3,4에대하여일부인정된죄명:조세범처벌법위반방조)·특정범죄가중처벌등에관한법률위반(허위세금계산서교부등)·특정경제범죄가중처벌등에관한법률위반(횡령)·업무상횡령·업무상배임·조세범처벌법위반",2025도13674,2026.01.08,대법원,형사,"종합소득세 포탈 관련 공소시효 완성 여부 및 허위세금계산서 교부 등 범죄 성립 여부가 쟁점이었음. 원심판결 중 일부 피고인에 대한 부분을 파기하고 대전고등법원에 환송하며, 피고인 회사의 상고를 기각함.",,3년 이상의 유기징역,원심판결】 대전고법 2025. 7. 23. 선고 2019노96,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=616025&type=HTML,"기각, 파기환송"
의결서,18857,6개 아연도금철선등 제조ㆍ판매사업자의 부당한 공동행위에 대한 건,2023서카1216,2025.9.30.,공정거래위원회,,6개 아연도금철선등 제조ㆍ판매사업자의 부당한 공동행위에 대한 기초사실 및 시장구조 등을 다룸,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18857&type=HTML,
의결서,18849,넷플릭스서비시스코리아(유)의 전자상거래소비자보호법 위반행위에 대한 건,2024중점0501,2025.9.29.,공정거래위원회,,넷플릭스서비시스코리아(유)의 전자상거래법 위반행위(기만적 해지 방해 및 소비자 유인)에 대해 구체적 적용기준 미비 및 실태 파악의 한계 등을 이유로 공정거래위원회의 판단을 유보함,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18849&type=HTML,
의결서,18897,㈜왓챠의 전자상거래소비자보호법 위반행위에 대한 건,2024중점0504,2025.9.29.,공정거래위원회,,"왓챠가 구독경제 서비스에서 일반해지 절차만 안내하여 계약 해지를 방해했다는 혐의에 대해, 위법성 판단이 불가능하거나 판단을 유보할 필요가 있어 심의절차를 종료함",,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18897&type=HTML,기각
의결서,18891,㈜엔에이치엔벅스의 전자상거래소비자보호법 위반행위에 대한 건,2024중점0503,2025.9.29.,공정거래위원회,,엔에이치엔벅스가 전자상거래법에 따른 청약철회 고의 누락 및 기만적 계약 해지 방해 행위를 함.,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18891&type=HTML,
의결서,18895,콘텐츠웨이브(주)의 전자상거래소비자보호법 위반행위에 대한 건,2024중점0500,2025.9.29.,공정거래위원회,,콘텐츠웨이브가 유료 구독형 VOD 상품의 계약 해지 과정에서 중도해지 가능성과 방법 등을 은폐·누락하여 기만적인 방법으로 소비자의 계약 해지를 방해한 행위에 해당함,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18895&type=HTML,
의결서,18641,계성건설㈜의 불공정하도급거래행위에 대한 건,2024광사0244,2025.9.29.,공정거래위원회,,"계성건설㈜이 수급사업자에게 건설공사 목적물을 수령하고도 하도급대금 및 지연이자를 미지급하고, 일부 대금은 지연 지급하면서 지연이자를 미지급한 행위에 대해 향후 재발방지명령 부과됨",,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18641&type=HTML,시정명령
의결서,18853,네이버㈜의 전자상거래소비자보호법 위반행위에 대한 건,2024중점0943,2025.9.29.,공정거래위원회,,네이버의 전자상거래법 위반 혐의에 대해 위법성 판단이 불가능하거나 판단을 유보할 필요가 있어 심의절차를 종료함,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18853&type=HTML,
의결서,18851,㈜컬리의 전자상거래소비자보호법 위반행위에 대한 건,2024중점0945,2025.9.29.,공정거래위원회,,㈜컬리의 전자상거래법 위반 혐의에 대해 법 위반 여부 판단 불가능 및 판단 유보 사유로 심의절차를 종료함.,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18851&type=HTML,
의결서,18855,스포티파이 에이비의 전자상거래소비자보호법 위반행위에 대한 건,2024중점0505,2025.9.29.,공정거래위원회,,스포티파이 에이비가 사이버몰 운영자의 표시의무 및 상품·거래조건에 관한 정보 제공의무를 위반함,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18855&type=HTML,
의결서,18781,쿠팡㈜의 전자상거래소비자보호법 위반행위에 대한 건,2024중점0938,2025.9.29.,공정거래위원회,,"쿠팡의 전자상거래소비자보호법 위반행위에 대한 건으로, 구독경제 서비스(와우 멤버십)의 도입 및 운영 실태 등에 대한 기초사실을 다룸",,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18781&type=HTML,
의결서,18643,㈜기연종합건설 및 ㈜현강개발의 불공정하도급거래행위에 대한 건,2023서건1123,2025.9.29.,공정거래위원회,,"발주자, 원사업자, 수급사업자 간 하도급대금 직접지급 합의가 있었으나 발주자가 잔여 하도급대금을 지급하지 아니하여 하도급법 위반에 해당함",,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18643&type=HTML,
의결서,18725,㈜인팩 및 인팩이피엠㈜의 불공정하도급거래행위에 대한 건,2023전사0706,2025.9.26.,공정거래위원회,,㈜인팩 및 인팩이피엠㈜의 불공정하도급거래행위(금형 제조 위탁 및 대금 관련 등)에 대한 건임,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18725&type=HTML,
의결서,18747,동원건설산업㈜의 불공정하도급거래행위에 대한 건,2023서건2044,2025.9.24.,공정거래위원회,,원사업자가 실제보다 축소된 허위의 위탁내용 및 대금을 기재한 서면을 발급하고 이면계약을 체결하여 서면 발급 의무를 위반함,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18747&type=HTML,
의결서,18939,㈜퍼스트엔터테인먼트의 전자상거래소비자보호법 위반행위에 대한 건,2024광사1408,2025.9.24.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18939&type=HTML,
의결서,18609,14개 건설사 발주 빌트인 특판가구 입찰 관련 27개 사업자의 부당한 공동행위에 대한 건,"2024제카1104, 2025제카0134, 2025제카0169, 2025제카0170, 2025제카0171, 2025제카0172, 2025제카0173, 2025제카0174, 2025제카0175, 2025제카0176, 2025제카0177, 2025제카0178, 2025제카0180, 2025제카0181, 2025제카0182",2025.9.17.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18609&type=HTML,
의결서,18783,주식회사 어반패스트의 부당한 광고행위에 대한 건,2023안정0675,2025.9.17.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18783&type=HTML,
의결서,18751,㈜대웅제약의 자회사 행위제한규정 위반행위에 대한 건,2024집단1372,2025.9.17.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18751&type=HTML,
의결서,18611,수안종합건설(주)의 시정조치불이행에 대한 건,2025부사0187,2025.9.16.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18611&type=HTML,
의결서,18683,상호출자제한기업집단 SM 소속 대한해운(주)와 대한해운엘엔지(주)의 채무보증현황 신고규정 위반행위에 대한 건,2025집단0929,2025.9.11.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18683&type=HTML,
의결서,18697,상호출자제한기업집단 SM 소속 대한해운(주)와 대한해운엘엔지(주)의 채무보증현황 신고규정 위반행위에 대한 건,2025집단0929,2025.9.11.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18697&type=HTML,
의결서,18675,상호출자제한기업집단 SM 소속 대한해운(주)와 대한해운엘엔지(주)의 채무보증현황 신고규정 위반행위에 대한 건,2025집단0929,2025.9.11.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18675&type=HTML,
의결서,18709,상호출자제한기업집단 SM 소속 대한해운(주)와 대한해운엘엔지(주)의 채무보증현황 신고규정 위반행위에 대한 건,2025집단0929,2025.9.11.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18709&type=HTML,
의결서,18707,상호출자제한기업집단 SM 소속 대한해운(주)와 대한해운엘엔지(주)의 채무보증현황 신고규정 위반행위에 대한 건,2025집단0929,2025.9.11.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18707&type=HTML,
의결서,18689,상호출자제한기업집단 SM 소속 대한해운(주)와 대한해운엘엔지(주)의 채무보증현황 신고규정 위반행위에 대한 건,2025집단0929,2025.9.11.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18689&type=HTML,
의결서,18671,상호출자제한기업집단 SM 소속 대한해운(주)와 대한해운엘엔지(주)의 채무보증현황 신고규정 위반행위에 대한 건,2025집단0929,2025.9.11.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18671&type=HTML,
의결서,18705,상호출자제한기업집단 SM 소속 대한해운(주)와 대한해운엘엔지(주)의 채무보증현황 신고규정 위반행위에 대한 건,2025집단0929,2025.9.11.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18705&type=HTML,
의결서,18669,상호출자제한기업집단 SM 소속 대한해운(주)와 대한해운엘엔지(주)의 채무보증현황 신고규정 위반행위에 대한 건,2025집단0929,2025.9.11.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18669&type=HTML,
의결서,18721,상호출자제한기업집단 SM 소속 대한해운(주)와 대한해운엘엔지(주)의 채무보증현황 신고규정 위반행위에 대한 건,2025집단0929,2025.9.11.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18721&type=HTML,
의결서,18673,상호출자제한기업집단 SM 소속 대한해운(주)와 대한해운엘엔지(주)의 채무보증현황 신고규정 위반행위에 대한 건,2025집단0929,2025.9.11.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18673&type=HTML,
의결서,18693,상호출자제한기업집단 SM 소속 대한해운(주)와 대한해운엘엔지(주)의 채무보증현황 신고규정 위반행위에 대한 건,2025집단0929,2025.9.11.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18693&type=HTML,
의결서,18695,상호출자제한기업집단 SM 소속 대한해운(주)와 대한해운엘엔지(주)의 채무보증현황 신고규정 위반행위에 대한 건,2025집단0929,2025.9.11.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18695&type=HTML,
의결서,18681,상호출자제한기업집단 SM 소속 대한해운(주)와 대한해운엘엔지(주)의 채무보증현황 신고규정 위반행위에 대한 건,2025집단0929,2025.9.11.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18681&type=HTML,
의결서,18703,상호출자제한기업집단 SM 소속 대한해운(주)와 대한해운엘엔지(주)의 채무보증현황 신고규정 위반행위에 대한 건,2025집단0929,2025.9.11.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18703&type=HTML,
의결서,18687,상호출자제한기업집단 SM 소속 대한해운(주)와 대한해운엘엔지(주)의 채무보증현황 신고규정 위반행위에 대한 건,2025집단0929,2025.9.11.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18687&type=HTML,
의결서,18699,상호출자제한기업집단 SM 소속 대한해운(주)와 대한해운엘엔지(주)의 채무보증현황 신고규정 위반행위에 대한 건,2025집단0929,2025.9.11.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18699&type=HTML,
의결서,18715,상호출자제한기업집단 SM 소속 대한해운(주)와 대한해운엘엔지(주)의 채무보증현황 신고규정 위반행위에 대한 건,2025집단0929,2025.9.11.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18715&type=HTML,
의결서,18667,상호출자제한기업집단 SM 소속 대한해운(주)와 대한해운엘엔지(주)의 채무보증현황 신고규정 위반행위에 대한 건,2025집단0929,2025.9.11.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18667&type=HTML,
의결서,18679,상호출자제한기업집단 SM 소속 대한해운(주)와 대한해운엘엔지(주)의 채무보증현황 신고규정 위반행위에 대한 건,2025집단0929,2025.9.11.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18679&type=HTML,
의결서,18685,상호출자제한기업집단 SM 소속 대한해운(주)와 대한해운엘엔지(주)의 채무보증현황 신고규정 위반행위에 대한 건,2025집단0929,2025.9.11.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18685&type=HTML,
의결서,18711,상호출자제한기업집단 SM 소속 대한해운(주)와 대한해운엘엔지(주)의 채무보증현황 신고규정 위반행위에 대한 건,2025집단0929,2025.9.11.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18711&type=HTML,
의결서,18677,상호출자제한기업집단 SM 소속 대한해운(주)와 대한해운엘엔지(주)의 채무보증현황 신고규정 위반행위에 대한 건,2025집단0929,2025.9.11.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18677&type=HTML,
의결서,18713,상호출자제한기업집단 SM 소속 대한해운(주)와 대한해운엘엔지(주)의 채무보증현황 신고규정 위반행위에 대한 건,2025집단0929,2025.9.11.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18713&type=HTML,
의결서,18789,㈜광교로지스틱스코리아의 불공정하도급거래행위에 대한 건,2023서제2084,2025.9.1.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18789&type=HTML,
의결서,18733,(주)여기어때컴퍼니의 거래상지위 남용행위에 대한 건,2020제감1387,2025.8.7.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18733&type=HTML,
의결서,18599,㈜비케이알의 가맹사업법 위반행위에 대한 건,2023가조0957 및 2023가조1792,2025.8.7.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18599&type=HTML,
의결서,18841,㈜아이톡시의 전자상거래소비자보호법 위반행위에 대한 건,2024서소1116,2025.8.31.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18841&type=HTML,
의결서,18621,㈜올포레코리아의 방문판매법 위반행위에 대한 건,2024부사0946,2025.8.28.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18621&type=HTML,
의결서,18657,(주)단디코리아의 가맹사업법 위반행위에 대한 건,2024부사1189,2025.8.28.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18657&type=HTML,
의결서,18665,경동산업의 부당한 광고행위에 대한 건,2024구사1472,2025.8.28.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18665&type=HTML,
의결서,18623,코스모스엔터테인먼트(주)의 전자상거래소비자보호법 위반행위에 대한 건,2024서소1217,2025.8.28.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18623&type=HTML,
의결서,18627,㈜올포레코리아의 방문판매법 위반행위에 대한 건,2024부사0946,2025.8.28.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18627&type=HTML,
의결서,18741,9개 건설사 발주 빌트인 특판가구 구매입찰 관련 13개 사업자의 부당한 공동행위에 대한 건,"2024입담1861, 2024입담1863, 2024입담1864, 2024입담1866, 2024입담1867, 2024입담1912, 2024입담1913, 2024입담1914, 2024입담1915",2025.8.27.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18741&type=HTML,
의결서,18845,㈜다이렉트컴즈의 부당한 광고행위에 대한 건,2024서감1572,2025.8.27.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18845&type=HTML,
의결서,18595,알리바바닷컴 싱가포르 이-커머스 프라이빗 리미티드 등의 전자상거래소비자보호법 위반행위에 대한 건,2024전자0386,2025.8.27.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18595&type=HTML,
의결서,18961,㈜컴투스홀딩스의 전자상거래소비자보호법 위반행위에 대한 건,2024서소0987,2025.8.27.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18961&type=HTML,
의결서,18637,㈜반올림피자의 가맹사업법 위반행위에 대한 건,2023가조2033,2025.8.26.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18637&type=HTML,
의결서,18815,한화오션㈜의 상습법위반사업자 선정 관련 이의신청에 대한 건,2025하조1404,2025.8.25.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18815&type=HTML,
의결서,18753,한국토지주택공사 등 발주 건설사업관리용역 입찰 관련 24개 사업자의 부당한 공동행위에 대한 건 관련 ㈜종합건축사사무소동일건축의 과징금 납부기한 연장 및 분할납부 신청에 대한 건,2025입담1474,2025.8.21.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18753&type=HTML,
의결서,18755,한국토지주택공사 등 발주 건설사업관리용역 입찰 관련 24개 사업자의 부당한 공동행위에 대한 건 관련 ㈜행림종합건축사사무소의 과징금 납부기한 연장 및 분할납부 신청에 대한 건,2025입담1476,2025.8.21.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18755&type=HTML,
의결서,18761,한국토지주택공사 등 발주 건설사업관리용역 입찰 관련 24개 사업자의 부당한 공동행위에 대한 건 관련 ㈜디엠이엔지종합건축사사무소의 과징금 납부기한 연장 및 분할납부 신청에 대한 건,2025입담1475,2025.8.21.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18761&type=HTML,
의결서,18759,한국토지주택공사 등 발주 건설사업관리용역 입찰 관련 24개 사업자의 부당한 공동행위에 대한 건 관련 ㈜행림종합건축사사무소의 이의신청에 대한 건,2025경심1456,2025.8.21.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18759&type=HTML,
의결서,18629,기업집단 중흥건설 소속 계열회사들의 부당지원행위 등에 대한 건 관련 이의신청에 대한 건,2025소심1431,2025.8.21.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18629&type=HTML,
의결서,18757,한국토지주택공사 등 발주 건설사업관리용역 입찰 관련 24개 사업자의 부당한 공동행위에 대한 건 관련 ㈜아이티엠건축사사무소의 이의신청에 대한 건,2025경심1455,2025.8.21.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18757&type=HTML,
의결서,18625,기업집단 「중흥건설」 소속 계열회사들의 부당지원행위 등에 대한 건 관련 브레인시티프로젝트금융투자㈜의 과징금 납부기한 연기 및 분할납부 신청에 대한 건,2025지원1445,2025.8.20.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18625&type=HTML,
의결서,18593,기업집단 「CJ」 소속 계열회사들의 부당한 지원행위에 대한 건,2023지원1770,2025.8.20.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18593&type=HTML,
의결서,18573,신동원(공시대상기업집단 「농심」의 동일인)의 지정자료 허위제출행위에 대한 건,2023집단1394,2025.8.1.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18573&type=HTML,
의결서,18585,삼성중공업㈜의 불공정하도급거래행위에 대한 건 관련 과징금 일부 직권취소에 대한 건,2025하조0640,2025.7.9.,공정거래위원회,,,,,원심결은 제2018-18호,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18585&type=HTML,
의결서,18583,대우조선해양㈜의 불공정하도급거래행위에 대한 건 관련 과징금 일부 직권취소에 대한 건,2025하조0532,2025.7.9.,공정거래위원회,,,,,원심결은 제2018-18호,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18583&type=HTML,
의결서,18587,대한 건 관련 과징금 재산정 및 부과의 건,2025하조0657,2025.7.9.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18587&type=HTML,
의결서,18531,6개 스테인리스 스틸 제조판매사업자의 부당한 공동행위에 대한 건,2022카조2074,2025.7.8.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18531&type=HTML,
의결서,18589,오션스카이 인터넷 인포메이션 테크놀로지 프라이빗 리미티드 등의 부당한 표시ㆍ광고 행위에 대한 건,2024전자1187,2025.7.31.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18589&type=HTML,
의결서,18663,지원건설(주)의 불공정하도급거래행위에 대한 건,2023부사2733,2025.7.3.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18663&type=HTML,
의결서,18519,유강종합건설㈜의 불공정하도급거래행위에 대한 건,2024광사2560,2025.7.3.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18519&type=HTML,
의결서,18527,아시아나항공㈜의 시정조치 불이행에 대한 건,2025기결0833,2025.7.28.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18527&type=HTML,
의결서,18561,아시아나항공㈜의 시정조치 불이행에 대한 건,2025기결0833,2025.7.28.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18561&type=HTML,
의결서,18529,아시아나항공㈜의 시정조치 불이행에 대한 건,2025기결0833,2025.7.28.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18529&type=HTML,
의결서,18661,(주)계담종합건설의 불공정하도급거래행위에 대한 건,2024부사1038,2025.7.25.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18661&type=HTML,
의결서,18843,(주)지티비코리아의 방문판매법 위반행위에 대한 건,2024약특2122,2025.7.25.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18843&type=HTML,
의결서,18929,(주)대노복지단의 부당한 표시광고행위에 대한 건,2024약특1415,2025.7.25.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18929&type=HTML,
의결서,18809,㈜에이치티엠의 불공정하도급거래행위에 대한 건 관련 이의신청에 대한 건,2025기심1301,2025.7.18.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18809&type=HTML,
의결서,18635,㈜다름플러스의 가맹사업법 위반행위에 대한 건,"2023가조0826, 2023가조1685, 2023가조2081",2025.7.18.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18635&type=HTML,
의결서,18523,㈜도원이엔씨의 경고심의요청에 대한 건 관련 이의신청에 대한 건,2025기심1248,2025.7.17.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18523&type=HTML,
의결서,18613,㈜한국경제신문의 부당한 고객유인행위에 대한 건,2024서감0933,2025.7.15.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18613&type=HTML,
의결서,18797,㈜카카오의 대규모유통업법 위반행위에 대한 건 관련 동의의결에 대한 건,2025유대0406,2025.7.15.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18797&type=HTML,
의결서,18441,(주)와이지엔터테인먼트의 불공정하도급거래행위에 대한 건 관련 동의의결에 대한 건,2025신하0738,2025.6.9.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18441&type=HTML,
의결서,18447,(주)스타쉽엔터테인먼트의 불공정하도급거래행위에 대한 건 관련 동의의결에 대한 건,2025신하0739,2025.6.9.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18447&type=HTML,
의결서,18443,(주)제이와이피엔터테인먼트의 불공정하도급거래행위에 대한 건 관련 동의의결에 대한 건,2025신하0737,2025.6.9.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18443&type=HTML,
의결서,18445,(주)에스엠엔터테인먼트의 불공정하도급거래행위에 대한 건 관련 동의의결에 대한 건,2025신하0736,2025.6.9.,공정거래위원회,,(주)에스엠엔터테인먼트의 하도급대금 등 기재 서면 지연발급 행위에 대해 동의의결 절차가 개시되어 인용 여부 판단 중임,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18445&type=HTML,인용
의결서,18993,엘리멘트리 이노베이션 프라이빗 리미티드의 부당한 표시ㆍ광고 행위에 대한 건,2024전자1593,2025.6.9.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18993&type=HTML,
의결서,18429,(주)하이브의 불공정하도급거래행위에 대한 건 관련 동의의결에 대한 건,2025신하0735,2025.6.9.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18429&type=HTML,
의결서,18887,㈜티움커뮤니케이션의 시정조치 불이행에 대한 건,2024서소1901,2025.6.4.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18887&type=HTML,
의결서,18893,ㅇㅇㅇ(티움커뮤니케이션 및 대박 대표) 및 ㅇㅇㅇ(햅핑 대표)의 전자상거래소비자보호법 위반행위에 대한 건,2024서소1901,2025.6.4.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18893&type=HTML,
의결서,18735,주식회사 씨제이이엔엠 등 3개사의 기업결합 제한규정 위반행위에 대한 건,2025기결0985,2025.6.4.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18735&type=HTML,
