의안ID,의안번호,법안명,카테고리,제안자,대표발의자,제안일,소관위원회,처리상태,처리단계,처리결과,상임위회부일,상임위처리일,상임위결과,법사위회부일,법사위처리일,법사위결과,상태변경,상세링크,AI요약,최종수집일
PRC_M2L4J0S7Q2P9O1D8E0D7B3A8I6H9I3,2205292,의료법 일부개정법률안,복지위,"김윤의원(더불어민주연합, 초선, 비례대표) 등 19인",김윤,2024-11-06,보건복지위원회,상임위 심사,상임위 심사,심사중,2024-11-07,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_M2L4J0S7Q2P9O1D8E0D7B3A8I6H9I3,,2026-08-30 09:18
PRC_P2V4V1U0D2B4Y1G0F5E2D3Z5Y8X2W7,2205289,주택임대차보호법 일부개정법률안,법사위,"곽규택의원(국민의힘, 초선, 부산 서구동구) 등 11인",곽규택,2024-11-06,법제사법위원회,상임위 심사,상임위 심사,심사중,2024-11-07,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2V4V1U0D2B4Y1G0F5E2D3Z5Y8X2W7,,2026-08-30 09:18
PRC_E2E4M0L8L0J9I1J0E3F9D0E8C2B5B5,2205288,약사법 일부개정법률안,복지위,"김윤의원(더불어민주연합, 초선, 비례대표) 등 15인",김윤,2024-11-06,보건복지위원회,상임위 심사,상임위 심사,심사중,2024-11-07,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2E4M0L8L0J9I1J0E3F9D0E8C2B5B5,,2026-08-30 09:18
PRC_Y2G4F0S7R2Q9O1L4K0I8H4P1Q9O0N5,2205287,방송법 일부개정법률안,과방위,"김윤의원(더불어민주연합, 초선, 비례대표) 등 15인",김윤,2024-11-06,과학기술정보방송통신위원회,상임위 심사,상임위 심사,심사중,2024-11-07,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Y2G4F0S7R2Q9O1L4K0I8H4P1Q9O0N5,,2026-08-30 09:18
PRC_J2I4H1I0Q2P4N1M0U4T7U4S5R2Z2Y3,2205284,기후위기 대응을 위한 탄소중립ㆍ녹색성장 기본법 일부개정법률안,기후위기특위,"곽규택의원(국민의힘, 초선, 부산 서구동구) 등 10인",곽규택,2024-11-06,기후위기 특별위원회,상임위 심사,상임위 심사,심사중,2026-06-23,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_J2I4H1I0Q2P4N1M0U4T7U4S5R2Z2Y3,,2026-08-30 09:18
PRC_J2I4G1H0G3O0M1L5O2M8N1M6K3T7R2,2205283,근로기준법 일부개정법률안,기후에너지환경노동위,"이용우의원(민주당, 초선, 인천 서구을) 등 12인",이용우,2024-11-06,기후에너지환경노동위원회,상임위 심사,상임위 심사,심사중,2024-11-07,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_J2I4G1H0G3O0M1L5O2M8N1M6K3T7R2,,2026-08-30 09:18
PRC_S2Q4O0X9V2W7V1T7C5A6B2A9Z4H1F4,2205281,병역법 일부개정법률안,국방위,"김준혁의원(민주당, 초선, 경기 수원시정) 등 10인",김준혁,2024-11-05,국방위원회,상임위 심사,상임위 심사,심사중,2024-11-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S2Q4O0X9V2W7V1T7C5A6B2A9Z4H1F4,,2026-08-30 09:18
PRC_Y2V4T1U0G0E7D1L0K3J7H4P4O7P3O5,2205279,범죄피해자 보호법 일부개정법률안,법사위,"강득구의원(민주당, 재선, 경기 안양시만안구) 등 10인",강득구,2024-11-05,법제사법위원회,상임위 심사,상임위 심사,심사중,2024-11-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Y2V4T1U0G0E7D1L0K3J7H4P4O7P3O5,,2026-08-30 09:18
PRC_U2D4B1A0Z0H7I1G0F3D6Z0A9Z7Y1X7,2205278,주택임대차보호법 일부개정법률안,법사위,"강득구의원(민주당, 재선, 경기 안양시만안구) 등 12인",강득구,2024-11-05,법제사법위원회,상임위 심사,상임위 심사,심사중,2024-11-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_U2D4B1A0Z0H7I1G0F3D6Z0A9Z7Y1X7,,2026-08-30 09:18
PRC_V2U4T1O0N2A9Z1V7U2U9U4S3A4Z3X2,2205277,마약류 관리에 관한 법률 일부개정법률안,복지위,"김선민의원(조국혁신당, 초선, 비례대표) 등 12인",김선민,2024-11-05,보건복지위원회,상임위 심사,상임위 심사,심사중,2024-11-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_V2U4T1O0N2A9Z1V7U2U9U4S3A4Z3X2,,2026-08-30 09:18
PRC_D2E4M1K0J2I8Q0R9K0J1R2Q4P5P2O7,2205276,지진·화산재해대책법 일부개정법률안,행안위,"김기현의원(국민의힘(前 통합당), 5선, 울산 남구을) 등 11인",김기현,2024-11-05,행정안전위원회,상임위 심사,상임위 심사,심사중,2024-11-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2E4M1K0J2I8Q0R9K0J1R2Q4P5P2O7,,2026-08-30 09:18
PRC_A2Z4X1W0E3D1B1C1B2J4H4G4F0N9O6,2205275,민간임대주택에 관한 특별법 일부개정법률안,국토위,"김기현의원(국민의힘(前 통합당), 5선, 울산 남구을) 등 10인",김기현,2024-11-05,국토교통위원회,상임위 심사,상임위 심사,심사중,2024-11-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_A2Z4X1W0E3D1B1C1B2J4H4G4F0N9O6,,2026-08-30 09:18
PRC_N2M4U1S0T3S1Q2Y0Z3Y8W5V1R7R8Q4,2205273,남북관계 발전에 관한 법률 일부개정법률안,외통위,"윤종오의원(진보당(前 무소속), 재선, 울산 북구) 등 13인",윤종오,2024-11-05,외교통일위원회,상임위 심사,상임위 심사,심사중,2024-11-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_N2M4U1S0T3S1Q2Y0Z3Y8W5V1R7R8Q4,,2026-08-30 09:18
PRC_R2Q4P1X0W2V2U0C9B4Y1G1F5E4D2A2,2205272,조세특례제한법 일부개정법률안,재정경제기획위,"김기현의원(국민의힘(前 통합당), 5선, 울산 남구을) 등 13인",김기현,2024-11-05,재정경제기획위원회,상임위 심사,상임위 심사,심사중,2024-11-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2Q4P1X0W2V2U0C9B4Y1G1F5E4D2A2,,2026-08-30 09:18
PRC_G2H4D1D1C0C5B1Z0Z2H0I3G0H4F6E6,2205270,인사청문회법 일부개정법률안,운영위,"박균택의원(민주당, 초선, 광주 광산구갑) 등 12인",박균택,2024-11-05,국회운영위원회,상임위 심사,상임위 심사,심사중,2024-11-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_G2H4D1D1C0C5B1Z0Z2H0I3G0H4F6E6,,2026-08-30 09:18
PRC_B2V4T1S0R3Z1A0Y9X3W7E3D9C1C4B1,2205269,국가재정법 일부개정법률안,재정경제기획위,"윤종오의원(진보당(前 무소속), 재선, 울산 북구) 등 15인",윤종오,2024-11-05,재정경제기획위원회,상임위 심사,상임위 심사,심사중,2024-11-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2V4T1S0R3Z1A0Y9X3W7E3D9C1C4B1,,2026-08-30 09:18
PRC_M2L4J0K9F1G9E1F3D4E7C1C1K7J4J9,2205268,성폭력범죄의 처벌 등에 관한 특례법 일부개정법률안,법사위,"김영배의원(새천년민주당(前 새정치국민회의), 6선, 서울특별시 양천구을) 등 10인",김영배,2024-11-05,법제사법위원회,상임위 심사,상임위 심사,심사중,2024-11-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_M2L4J0K9F1G9E1F3D4E7C1C1K7J4J9,,2026-08-30 09:18
PRC_A2Z4X1F0D2L9K1J3I2M7J1H8G4H1F5,2205267,지방교육자치에 관한 법률 일부개정법률안,교육위,"송석준의원(국민의힘(前 통합당), 3선, 경기 이천시) 등 11인",송석준,2024-11-05,교육위원회,상임위 심사,상임위 심사,심사중,2024-11-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_A2Z4X1F0D2L9K1J3I2M7J1H8G4H1F5,,2026-08-30 09:18
PRC_U2C4B1B0A2Z9H1G3E2D5E2M9L3J1I7,2205266,공직선거법 일부개정법률안,행안위,"송석준의원(국민의힘(前 통합당), 3선, 경기 이천시) 등 10인",송석준,2024-11-05,행정안전위원회,상임위 심사,상임위 심사,심사중,2024-11-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_U2C4B1B0A2Z9H1G3E2D5E2M9L3J1I7,,2026-08-30 09:18
PRC_E2E4M0N8L1L3K1I0J0Q6S4Q4Q6P6N4,2205265,소득세법 일부개정법률안,재정경제기획위,"이원택의원(민주당, 재선, 전북 군산시김제시부안군을) 등 10인",이원택,2024-11-05,재정경제기획위원회,상임위 심사,상임위 심사,심사중,2024-11-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2E4M0N8L1L3K1I0J0Q6S4Q4Q6P6N4,,2026-08-30 09:18
PRC_G2F4E1M0K3J1K1J4R5Q6O0M3J9K3J6,2205264,조세특례제한법 일부개정법률안,재정경제기획위,"전재수의원(민주당, 3선, 부산 북구갑) 등 14인",전재수,2024-11-05,재정경제기획위원회,상임위 심사,상임위 심사,심사중,2024-11-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_G2F4E1M0K3J1K1J4R5Q6O0M3J9K3J6,,2026-08-30 09:18
PRC_Q2R4P0Q9Y0Y9W1X4V5U7U4C0C4B1B8,2205263,사립학교교직원 연금법 일부개정법률안,교육위,"문정복의원(민주당, 재선, 경기 시흥시갑) 등 10인",문정복,2024-11-05,교육위원회,상임위 심사,상임위 심사,심사중,2024-11-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Q2R4P0Q9Y0Y9W1X4V5U7U4C0C4B1B8,,2026-08-30 09:18
PRC_P2O4M1L0M1U0T1S7Q4R0Z1Y4W1V8D0,2205262,성폭력범죄의 처벌 등에 관한 특례법 일부개정법률안,법사위,"백승아의원(더불어민주연합, 초선, 비례대표) 등 11인",백승아,2024-11-05,법제사법위원회,상임위 심사,상임위 심사,심사중,2024-11-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2O4M1L0M1U0T1S7Q4R0Z1Y4W1V8D0,,2026-08-30 09:18
PRC_Y2X4Y1U0S3R0Q1Y5X4Y5W3V2D8X5F0,2205259,지방교부세법 일부개정법률안,행안위,"용혜인의원(더불어민주연합(前 기본소득당), 재선, 비례대표) 등 11인",용혜인,2024-11-05,행정안전위원회,상임위 심사,상임위 심사,심사중,2024-11-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Y2X4Y1U0S3R0Q1Y5X4Y5W3V2D8X5F0,,2026-08-30 09:18
PRC_H2P4O1N0L2U9V1T2S2Q7Z2U7V1U8S0,2205258,국민영양관리법 일부개정법률안,복지위,"남인순의원(민주당, 4선, 서울 송파구병) 등 12인",남인순,2024-11-05,보건복지위원회,상임위 심사,상임위 심사,심사중,2024-11-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_H2P4O1N0L2U9V1T2S2Q7Z2U7V1U8S0,,2026-08-30 09:18
PRC_V2D4E1C1D0B4A1A4I0I1H2I8G4G1F1,2205257,수소도시 조성 및 운영에 관한 법률안,국토위,"홍기원의원(민주당, 재선, 경기 평택시갑) 등 11인",홍기원,2024-11-05,국토교통위원회,상임위 심사,상임위 심사,심사중,2024-11-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_V2D4E1C1D0B4A1A4I0I1H2I8G4G1F1,,2026-08-30 09:18
PRC_I2G4H0O9P1O9M1M3L4M6H1I2G6F9F4,2205256,방송통신위원회의 설치 및 운영에 관한 법률 일부개정법률안,과방위,"김영배의원(새천년민주당(前 새정치국민회의), 6선, 서울특별시 양천구을) 등 10인",김영배,2024-11-05,과학기술정보방송통신위원회,상임위 심사,상임위 심사,심사중,2024-11-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2G4H0O9P1O9M1M3L4M6H1I2G6F9F4,,2026-08-30 09:18
PRC_X2E4D0C9D2B7X1W0X4V9U1C4D2B3A0,2205255,가맹사업거래의 공정화에 관한 법률 일부개정법률안,가맹사업법,"유영하의원(국민의힘, 초선, 대구 달서구갑) 등 11인",유영하,2024-11-05,정무위원회,상임위 심사,상임위 심사,심사중,2024-11-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_X2E4D0C9D2B7X1W0X4V9U1C4D2B3A0,소송 시 증거 확보가 어려운 가맹점주를 위해 자료제출명령과 비밀유지명령 제도를 도입합니다.,2026-08-30 09:18
PRC_Y2W4X0W9S2Q7P1Q0O4X8V4U1V0T3B4,2205254,대규모유통업에서의 거래 공정화에 관한 법률 일부개정법률안,대규모유통업법,"유영하의원(국민의힘, 초선, 대구 달서구갑) 등 11인",유영하,2024-11-05,정무위원회,상임위 심사,상임위 심사,심사중,2024-11-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Y2W4X0W9S2Q7P1Q0O4X8V4U1V0T3B4,손해배상 소송 시 피해자의 입증 책임을 덜어주기 위해 자료제출명령 제도를 도입하고 영업비밀 보호를 위한 비밀유지명령을 신설합니다.,2026-08-30 09:18
PRC_U2S4R0Z9Y2X7Y1W0E4D7C3D5C6X2W2,2205253,대리점거래의 공정화에 관한 법률 일부개정법률안,대리점법,"유영하의원(국민의힘, 초선, 대구 달서구갑) 등 11인",유영하,2024-11-05,정무위원회,상임위 심사,상임위 심사,심사중,2024-11-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_U2S4R0Z9Y2X7Y1W0E4D7C3D5C6X2W2,"대리점 소송 시 자료제출명령제와 비밀유지명령 제도를 도입하고, 이에 따른 벌칙과 양벌규정 예외 조치를 정비합니다.",2026-08-30 09:18
PRC_S2R4P0P8X1Y4W0X9V2V0U2C7C8B8B7,2205251,국회법 일부개정법률안,운영위,"박성준의원(민주당, 재선, 서울 중구성동구을) 등 18인",박성준,2024-11-05,국회운영위원회,상임위 심사,상임위 심사,심사중,2024-11-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S2R4P0P8X1Y4W0X9V2V0U2C7C8B8B7,,2026-08-30 09:18
PRC_H2H4G0G8E1D4E0L9M2K1L0J0K6I2E0,2205250,인사청문회법 일부개정법률안,운영위,"박성준의원(민주당, 재선, 서울 중구성동구을) 등 16인",박성준,2024-11-05,국회운영위원회,상임위 심사,상임위 심사,심사중,2024-11-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_H2H4G0G8E1D4E0L9M2K1L0J0K6I2E0,,2026-08-30 09:18
PRC_U2S4S0R8R1Z4A0Y9Z1X9W3W6E6E2D5,2205249,국가인권위원회법 일부개정법률안,운영위,"박성준의원(민주당, 재선, 서울 중구성동구을) 등 16인",박성준,2024-11-05,국회운영위원회,상임위 심사,상임위 심사,심사중,2024-11-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_U2S4S0R8R1Z4A0Y9Z1X9W3W6E6E2D5,,2026-08-30 09:18
PRC_Y2E4E1D0B2W1V0U9D2M6L5I5E7D6C9,2205248,전자정부법 일부개정법률안,행안위,"조승환의원(국민의힘, 초선, 부산 중구영도구) 등 10인",조승환,2024-11-05,행정안전위원회,상임위 심사,상임위 심사,심사중,2024-11-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Y2E4E1D0B2W1V0U9D2M6L5I5E7D6C9,,2026-08-30 09:18
PRC_J2K4J0E7D3C1B1J7K0J0H4F0O3M9L2,2205246,상속세 및 증여세법 일부개정법률안,재정경제기획위,"박성준의원(민주당, 재선, 서울 중구성동구을) 등 10인",박성준,2024-11-05,재정경제기획위원회,상임위 심사,상임위 심사,심사중,2024-11-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_J2K4J0E7D3C1B1J7K0J0H4F0O3M9L2,,2026-08-30 09:18
PRC_X2V4W1V0U3B0A1Z2Y1G2H5G6E1D7L9,2205244,건축법 일부개정법률안,국토위,"엄태영의원(국민의힘(前 통합당), 재선, 충북 제천시단양군) 등 10인",엄태영,2024-11-05,국토교통위원회,상임위 심사,상임위 심사,심사중,2024-11-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_X2V4W1V0U3B0A1Z2Y1G2H5G6E1D7L9,,2026-08-30 09:18
PRC_A2Y4Y0X8X1F4E0E9C2D1C3C8K5K5J7,2205243,교통안전법 일부개정법률안,국토위,"박성준의원(민주당, 재선, 서울 중구성동구을) 등 12인",박성준,2024-11-05,국토교통위원회,상임위 심사,상임위 심사,심사중,2024-11-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_A2Y4Y0X8X1F4E0E9C2D1C3C8K5K5J7,,2026-08-30 09:18
PRC_A2J4K1I0H0F8N1O7N5L3K3L5T0R1Q4,2205242,지방자치분권 및 지역균형발전에 관한 특별법 일부개정법률안,행안위,"김종양의원(국민의힘, 초선, 경남 창원시의창구) 등 10인",김종양,2024-11-05,행정안전위원회,상임위 심사,상임위 심사,심사중,2024-11-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_A2J4K1I0H0F8N1O7N5L3K3L5T0R1Q4,,2026-08-30 09:18
PRC_E2D4C1Y0W3V1W1V4D5C1B5A0I6H9F5,2205240,소득세법 일부개정법률안,재정경제기획위,"전재수의원(민주당, 3선, 부산 북구갑) 등 14인",전재수,2024-11-05,재정경제기획위원회,상임위 심사,상임위 심사,심사중,2024-11-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2D4C1Y0W3V1W1V4D5C1B5A0I6H9F5,,2026-08-30 09:18
PRC_R2N4L1K0J1R7S1Q4P2N3O1X9V2U3S1,2205239,법인세법 일부개정법률안,재정경제기획위,"이달희의원(국민의미래, 초선, 비례대표) 등 10인",이달희,2024-11-05,재정경제기획위원회,상임위 심사,상임위 심사,심사중,2024-11-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2N4L1K0J1R7S1Q4P2N3O1X9V2U3S1,,2026-08-30 09:18
PRC_M2L4M1L0K2R9Q1P0O3W4U2T9U8T1P6,2205238,자본시장과 금융투자업에 관한 법률 일부개정법률안,정무위,"김상훈의원(국민의힘(前 통합당), 4선, 대구 서구) 등 10인",김상훈,2024-11-05,정무위원회,상임위 심사,상임위 심사,심사중,2024-11-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_M2L4M1L0K2R9Q1P0O3W4U2T9U8T1P6,,2026-08-30 09:18
PRC_R2Q4Y1Y0W2D1C1B4Z0I3H5E8A2Z4Y5,2205237,근로기준법 일부개정법률안,기후에너지환경노동위,"정혜경의원(더불어민주연합, 초선, 비례대표) 등 10인",정혜경,2024-11-05,기후에너지환경노동위원회,상임위 심사,상임위 심사,심사중,2024-11-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2Q4Y1Y0W2D1C1B4Z0I3H5E8A2Z4Y5,,2026-08-30 09:18
PRC_S2R4A1Y0X3F0E1F5D3C1K4J2H3I5H9,2205236,근로기준법 일부개정법률안,기후에너지환경노동위,"이용우의원(민주당, 초선, 인천 서구을) 등 11인",이용우,2024-11-05,기후에너지환경노동위원회,상임위 심사,상임위 심사,심사중,2024-11-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S2R4A1Y0X3F0E1F5D3C1K4J2H3I5H9,,2026-08-30 09:18
PRC_O2N4M1U0S3R1T1B3A1Y2X0Y4G9F4E1,2205234,사법경찰관리의 직무를 수행할 자와 그 직무범위에 관한 법률 일부개정법률안,법사위,"한민수의원(민주당, 초선, 서울 강북구을) 등 15인",한민수,2024-11-04,법제사법위원회,상임위 심사,상임위 심사,심사중,2024-11-05,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_O2N4M1U0S3R1T1B3A1Y2X0Y4G9F4E1,,2026-08-30 09:18
PRC_I2H4F1E0F3B1A1Z3X1F2E4F9E3H4G8,2205232,공직자윤리법 일부개정법률안,행안위,"한민수의원(민주당, 초선, 서울 강북구을) 등 14인",한민수,2024-11-04,행정안전위원회,상임위 심사,상임위 심사,심사중,2024-11-05,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2H4F1E0F3B1A1Z3X1F2E4F9E3H4G8,,2026-08-30 09:18
PRC_W2D4C1B1C0B4W1V4U3V0T0B7A4Y9Z6,2205229,근로기준법 일부개정법률안,기후에너지환경노동위,"고동진의원(국민의힘, 초선, 서울 강남구병) 등 11인",고동진,2024-11-04,기후에너지환경노동위원회,상임위 심사,상임위 심사,심사중,2024-11-05,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_W2D4C1B1C0B4W1V4U3V0T0B7A4Y9Z6,,2026-08-30 09:18
PRC_Z2Y4X1W0C2B1B1J4D0L5K1H0P4O2O5,2205227,고용보험법 일부개정법률안,기후에너지환경노동위,"정혜경의원(더불어민주연합, 초선, 비례대표) 등 11인",정혜경,2024-11-04,기후에너지환경노동위원회,상임위 심사,상임위 심사,심사중,2024-11-05,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Z2Y4X1W0C2B1B1J4D0L5K1H0P4O2O5,,2026-08-30 09:18
PRC_R2Q4Y1W0V3U0J1K1J4H7G0C3B6Z0A1,2205226,지방세법 일부개정법률안,행안위,"김남희의원(민주당, 초선, 경기 광명시을) 등 12인",김남희,2024-11-04,행정안전위원회,상임위 심사,상임위 심사,심사중,2024-11-05,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2Q4Y1W0V3U0J1K1J4H7G0C3B6Z0A1,,2026-08-30 09:18
PRC_T2R4Q0P9X2Y6X1V5U5P2Q3P2O5M7U8,2205225,국민건강보험법 일부개정법률안,복지위,"김남희의원(민주당, 초선, 경기 광명시을) 등 18인",김남희,2024-11-04,보건복지위원회,상임위 심사,상임위 심사,심사중,2024-11-05,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_T2R4Q0P9X2Y6X1V5U5P2Q3P2O5M7U8,,2026-08-30 09:18
PRC_C2B4E1D0C2I1I1G4G0O7N3K4J2I1Q6,2205224,고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률 일부개정법률안,기후에너지환경노동위,"정혜경의원(더불어민주연합, 초선, 비례대표) 등 11인",정혜경,2024-11-04,기후에너지환경노동위원회,상임위 심사,상임위 심사,심사중,2024-11-05,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_C2B4E1D0C2I1I1G4G0O7N3K4J2I1Q6,,2026-08-30 09:18
PRC_M2L4M0L9J2R6P1Q5P5O3W1U8V6U2S2,2205223,의료급여법 일부개정법률안,복지위,"김남희의원(민주당, 초선, 경기 광명시을) 등 17인",김남희,2024-11-04,보건복지위원회,상임위 심사,상임위 심사,심사중,2024-11-05,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_M2L4M0L9J2R6P1Q5P5O3W1U8V6U2S2,,2026-08-30 09:18
PRC_X2X4W1V0T0B4C1B1A3Y5G2H4F1E7D8,2205221,학교폭력예방 및 대책에 관한 법률 일부개정법률안,교육위,"김대식의원(무소속, 초선, 강원 1부) 등 15인",김대식,2024-11-04,교육위원회,상임위 심사,상임위 심사,심사중,2024-11-05,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_X2X4W1V0T0B4C1B1A3Y5G2H4F1E7D8,,2026-08-30 09:18
PRC_D2C4B1J0K3P0O0O9N3V7U2T7S3N2M1,2205217,건설산업기본법 일부개정법률안,국토위,"복기왕의원(민주당(前 열린우리당), 재선, 충남 아산시갑) 등 14인",복기왕,2024-11-04,국토교통위원회,상임위 심사,상임위 심사,심사중,2024-11-05,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2C4B1J0K3P0O0O9N3V7U2T7S3N2M1,,2026-08-30 09:18
PRC_J2H4P1O0W2E9C1B0A5I9J1H0G8F7N9,2205216,공무원의 노동조합 설립 및 운영 등에 관한 법률 일부개정법률안,기후에너지환경노동위,"정혜경의원(더불어민주연합, 초선, 비례대표) 등 12인",정혜경,2024-11-04,기후에너지환경노동위원회,상임위 심사,상임위 심사,심사중,2024-11-05,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_J2H4P1O0W2E9C1B0A5I9J1H0G8F7N9,,2026-08-30 09:18
PRC_P2O4M1L0H2F8E1F3E5M8L1J7I3Q9R5,2205213,군사정전에 관한 협정 체결 이후 납북피해자의 보상 및 지원에 관한 법률 일부개정법률안,외통위,"김건의원(국민의미래, 초선, 비례대표) 등 14인",김건,2024-11-04,외교통일위원회,상임위 심사,상임위 심사,심사중,2024-11-05,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2O4M1L0H2F8E1F3E5M8L1J7I3Q9R5,,2026-08-30 09:18
PRC_Y2X4V1W1V0R1P1O3N1V8W4V2T9S1A4,2205211,학교용지 확보 등에 관한 특례법 일부개정법률안,교육위,"홍기원의원(민주당, 재선, 경기 평택시갑) 등 12인",홍기원,2024-11-04,교육위원회,상임위 심사,상임위 심사,심사중,2024-11-05,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Y2X4V1W1V0R1P1O3N1V8W4V2T9S1A4,,2026-08-30 09:18
PRC_G2O4N1M0P2O1N1U4T0S6A0X5W3F3N2,2205210,산업재해보상보험법 일부개정법률안,기후에너지환경노동위,"정혜경의원(더불어민주연합, 초선, 비례대표) 등 12인",정혜경,2024-11-04,기후에너지환경노동위원회,상임위 심사,상임위 심사,심사중,2024-11-05,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_G2O4N1M0P2O1N1U4T0S6A0X5W3F3N2,,2026-08-30 09:18
PRC_Z2Y4X1X0F0E4D1B7C4K0J0H4G5H0D7,2205209,거창사건등 관련자의 명예회복에 관한 특별조치법 일부개정법률안,행안위,"신성범의원(국민의힘(前 새누리당), 3선, 경남 산청군함양군거창군합천군) 등 10인",신성범,2024-11-04,행정안전위원회,상임위 심사,상임위 심사,심사중,2024-11-05,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Z2Y4X1X0F0E4D1B7C4K0J0H4G5H0D7,,2026-08-30 09:18
PRC_L2L4J0K9I1J0R0S9Q5Q4O3N3O8V2W5,2205208,근로기준법 일부개정법률안,기후에너지환경노동위,"김기현의원(국민의힘(前 통합당), 5선, 울산 남구을) 등 13인",김기현,2024-11-04,기후에너지환경노동위원회,상임위 심사,상임위 심사,심사중,2024-11-05,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2L4J0K9I1J0R0S9Q5Q4O3N3O8V2W5,,2026-08-30 09:18
PRC_E2D4L1K1J0K1I1R3P1N7M0N0W9U0T1,2205207,도시개발법 일부개정법률안,국토위,"홍기원의원(민주당, 재선, 경기 평택시갑) 등 12인",홍기원,2024-11-04,국토교통위원회,상임위 심사,상임위 심사,심사중,2024-11-05,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2D4L1K1J0K1I1R3P1N7M0N0W9U0T1,,2026-08-30 09:18
