법령명,법령약칭,법령구분,조문,유형,개정일,위반요건,형벌_징역,형벌_벌금,과태료,과징금,산정기준별표,산정기준상세,최종수집일
소비자생활협동조합법,생협법,법률,제87조(양벌규정),양벌규정,20251002,"제87조(양벌규정) 조합등의 임직원 또는 청산인이 그 조합등의 업무에 관하여 제85조의 위반행위를 하면 그 행위자를 벌하는 외에 그 조합등에도 해당 조문의 벌금형을 과(科)한다. 다만, 조합등이 그 위반행위를 방지하기 위하여 해당 업무에 관하여 상당한 주의와 감독을 게을리하지 아니한 경우에는 그러하지 아니하다.",,,,,,,2026-09-26 06:25
소비자생활협동조합법,생협법,법률,제88조(과태료),과태료,20251002,"제88조(과태료) ① 제4조제2항을 위반한 자에게는 500만원 이하의 과태료를 부과한다. ② 조합등이 다음 각 호의 규정을 위반한 경우에는 300만원 이하의 과태료를 부과한다. <개정 2016.3.29> 1. 제4조제3항을 위반하여 조합이 개설한 의료기관임을 표시하지 아니한 경우 2. 제15조제2항(제59조 및 제71조에 따라 준용되는 경우를 포함한다)을 위반하여 조합원 1인의 출자좌수가 조합의 총 출자좌수의 100분의 20(제59조 및 제71조에 따라 준용되는 경우에는 100분의 40)을 초과하게 한 경우 3. 제16조제1항을 위반하여 출자좌수에 따라 조합원의 의결권ㆍ선거권에 차등을 둔 경우 4. 제46조제1항 또는 제67조제1항(제78조에 따라 준용되는 경우를 포함한다)을 위반하여 조합원 또는 회원이 아닌 자에게 조합 또는 연합회의 사업을 이용하게 한 경우 ③ 조합등의 임직원 또는 청산인이 다음 각 호의 어느 하나에 해당하는 때에는 100만원 이하의 과태료를 부과한다. <개정 2016.3.29, 2025.4.1> 1. 등기를 게을리 한 때 2. 감독기관 또는 총회에 대하여 거짓의 진술 또는 보고를 하거나 사실을 은폐한 때 3. 감독기관의 검사를 거부ㆍ방해 또는 기피한 때 3의2. 제44조(제64조 및 제76조에 따라 준용되는 경우를 포함한다)를 위반하여 서류를 비치하지 아니한 때 4. 제47조제5항을 위반하여 조합원이 아닌 자에게 보건ㆍ의료서비스를 제공함으로써 발생한 매출에 관한 회계와 조합원에게 보건ㆍ의료서비스를 제공함으로써 발생한 매출에 관한 회계를 구분하여 계산하지 아니한 때 5. 제48조의2제1항을 위반하여 경영공시를 하지 아니한 때 6. 제48조의2제3항에 따른 자료제출 요구에 대하여 정당한 사유 없이 자료를 제출하지 아니한 때 ④ 제1항부터 제3항까지의 규정에 따른 과태료는 대통령령으로 정하는 바에 따라 공정거래위원회 또는 시ㆍ도지사가 부과ㆍ징수한다.",,,500만원 이하의 과태료 / 300만원 이하의 과태료 / 100만원 이하의 과태료,,,,2026-09-26 06:25
소비자생활협동조합법,생협법,법률,제86조(벌칙),벌칙(형사처벌),20251002,"제86조(벌칙) ① 다음 각 호의 어느 하나에 해당하는 사람은 2년 이하의 징역 또는 2천만원 이하의 벌금에 처한다. <개정 2014.10.15> 1. 제7조제2항을 위반하여 공직선거에 관여한 자 2. 제33조제1항(제64조 또는 제76조에 따라 준용되는 경우를 포함한다)을 위반하여 선거운동을 한 자 ② 다음 각 호의 어느 하나에 해당하는 자는 1년 이하의 징역 또는 1천만원 이하의 벌금에 처한다. <개정 2014.10.15> 1. 제33조제2항(제64조 또는 제76조에 따라 준용되는 경우를 포함한다)을 위반하여 호별 방문을 하거나 특정장소에 모이게 한 자 2. 제33조제4항(제64조 또는 제76조에 따라 준용되는 경우를 포함한다)을 위반하여 선거운동을 한 자 ③ 제33조제3항(제64조 또는 제76조에 따라 준용되는 경우를 포함한다)을 위반하여 거짓 사실을 공표하거나 공연히 사실을 적시하여 후보자를 비방한 자는 300만원 이상 2천만원 이하의 벌금에 처한다. ④ 제1항부터 제3항까지에 규정된 죄의 공소시효는 해당 선거일 후 6개월을 경과함으로써 완성한다. 다만, 범인이 도피한 때에는 그 기간을 3년으로 한다.",2년 이하의 징역 / 1년 이하의 징역,2천만원 이하의 벌금 / 1천만원 이하의 벌금,,,,,2026-09-26 06:25
소비자생활협동조합법,생협법,법률,제85조(벌칙),벌칙(형사처벌),20251002,"제85조(벌칙) ① 조합등의 임직원 또는 청산인이 조합의 사업목적 외에 조합의 자금을 사용하거나 재산을 처분 또는 이용하여 조합에 손해를 끼친 때에는 10년 이하의 징역 또는 3천만원 이하의 벌금에 처하거나 이를 병과(倂科)할 수 있다. ② 조합등의 임직원 또는 청산인이 다음 각 호의 어느 하나에 해당하는 행위를 한 때에는 3년 이하의 징역 또는 3천만원 이하의 벌금에 처한다. <개정 2014.10.15, 2016.3.29> 1. 감독기관의 인가를 받아야 할 사항에 대하여 인가를 받지 아니한 때 2. 제46조제3항, 제48조제1항, 제49조부터 제51조까지, 제55조 및 제56조 단서를 위반한 때 3. 거짓 또는 부정한 방법으로 등기를 한 때 4. 이 법에 따라 총회의 의결을 얻어야 하는 사항에 대하여 의결을 얻지 아니하고 집행한 때",10년 이하의 징역 / 3년 이하의 징역,3천만원 이하의 벌금,,,,,2026-09-26 06:25
중대재해 처벌 등에 관한 법률 시행령,중대재해처벌법 시행령,대통령령,제7조(과태료의 부과기준),과태료,20251001,제7조(과태료의 부과기준) 법 제8조제2항에 따른 과태료의 부과기준은 별표 4와 같다.,,,,,과태료의 부과기준(제7조 관련),"[과태료의 부과기준(제7조 관련)]
■ 중대재해 처벌 등에 관한 법률 시행령 [별표 4] 과태료의 부과기준(제7조 관련) 1. 일반기준 가. 위반행위의 횟수에 따른 과태료의 가중된 부과기준은 최근 1년간 같은 위반 행위로 과태료 부과처분을 받은 경우에 적용한다. 이 경우 기간의 계산은 위 반행위에 대해 과태료 부과처분을 받은 날과 그 처분 후 다시 같은 위반행위 를 하여 적발된 날을 기준으로 한다. 나. 가목에 따라 가중된 부과처분을 하는 경우 가중처분의 적용 차수는 그 위반 행위 전 부과처분 차수(가목에 따른 기간 내에 과태료 부과처분이 둘 이상 있 었던 경우에는 높은 차수를 말한다)의 다음 차수로 한다. 다. 부과권자는 다음의 어느 하나에 해당하는 경우에는 제3호의 개별기준에 따 른 과태료(제2호에 따라 과태료 감경기준이 적용되는 사업 또는 사업장의 경 우에는 같은 호에 따른 감경기준에 따라 산출한 금액을 말한다)의 2분의 1 범 위에서 그 금액을 줄여 부과할 수 있다. 다만, 과태료를 체납하고 있는 위반행 위자에 대해서는 그렇지 않다. 1) 위반행위자가 자연재해ㆍ화재 등으로 재산에 현저한 손실을 입었거나 사업 여건의 악화로 사업이 중대한 위기에 처하는 등의 사정이 있는 경우 2) 위반행위가 사소한 부주의나 오류로 인한 것으로 인정되는 경우 3) 위반행위자가 법 위반상태를 시정하거나 해소하기 위해 노력한 것이 인정 되는 경우 4) 그 밖에 위반행위의 정도, 위반행위의 동기와 그 결과 등을 고려하여 과태 료 금액을 줄일 필요가 있다고 인정되는 경우 2. 사업ㆍ사업장의 규모나 공사 규모에 따른 과태료 감경기준 상시근로자 수가 50명 미만인 사업 또는 사업장이거나 공사금액이 50억원 미만 인 건설공사의 사업 또는 사업장인 경우에는 제3호의 개별기준에도 불구하고 그 과태료의 2분의 1 범위에서 감경할 수 있다. 3. 개별기준 ┌─────────────────┬──────┬──────────────┐ │위반행위 │근거 법조문 │과태료 │ │ │ ├───┬───┬──────┤ │ │ │1차 │2차 │3차 │ │ │ │위반 │위반 │이상 │ │ │ │ │ │위반 │ ├─────────────────┼──────┼───┼───┼──────┤ │법 제8조제1항을 위반하여 경영책임 │법 │1 │3 │5 │ │자등이 안전보건교육을 정당한 사유 │제8조제2항 │천만원│천만원│천만원 │ │없이 이행하지 않은 경우 │ │ │ │ │ └─────────────────┴──────┴───┴───┴──────┘",2026-09-26 06:25
대규모유통업에서의 거래 공정화에 관한 법률,대규모유통업법,법률,제35조(과징금),과징금,20250121,"제35조(과징금) ① 공정거래위원회는 제6조제1항부터 제3항까지, 제7조부터 제10조까지, 제11조제1항부터 제4항까지, 제12조부터 제14조까지, 제14조의2, 제15조, 제15조의2, 제16조부터 제18조까지의 규정을 위반한 대규모유통업자에게 대통령령으로 정하는 산출방식에 따른 납품대금이나 연간 임대료를 초과하지 아니하는 범위에서 과징금을 부과할 수 있다. 다만, 매출액을 산정하기 곤란한 경우 등에는 5억원을 초과하지 아니하는 범위에서 과징금을 부과할 수 있다. <개정 2018.3.13, 2023.8.8> ② 제1항의 과징금은 위반행위를 규정한 조문별로 산정하되, 그 합계가 제1항에 따라 대통령령으로 정하는 산출방식에 따른 납품대금이나 연간 임대료의 2배를 초과할 수 없다. ③ 제1항에 따른 과징금의 부과ㆍ징수에 관하여는 「독점규제 및 공정거래에 관한 법률」 제102조부터 제107조까지의 규정을 준용한다. <개정 2020.12.29>",,,,,,,2026-09-26 06:25
대규모유통업에서의 거래 공정화에 관한 법률,대규모유통업법,법률,제40조(양벌규정),양벌규정,20250121,"제40조(양벌규정) 법인의 대표자나 법인 또는 개인의 대리인ㆍ사용인이나 그 밖의 종업원이 그 법인 또는 개인의 업무에 관하여 제39조 제1항 또는 제2항에 해당하는 위반행위를 하면 그 행위자를 벌하는 외에 그 법인 또는 개인에게도 해당 조문의 벌금형을 과(科)한다. 다만, 법인 또는 개인이 그 위반행위를 방지하기 위하여 해당 업무에 관하여 상당한 주의와 감독을 게을리하지 아니한 경우에는 그러하지 아니하다.",,,,,,,2026-09-26 06:25
대규모유통업에서의 거래 공정화에 관한 법률,대규모유통업법,법률,제39조(벌칙),벌칙(형사처벌),20250121,"제39조(벌칙) ① 다음 각 호의 어느 하나에 해당하는 자는 2년 이하의 징역 또는 1억 5천만원 이하의 벌금에 처한다. <개정 2023.8.8> 1. 제13조를 위반하여 납품업자등에게 배타적 거래를 하도록 하거나 납품업자등이 다른 사업자와 거래하는 것을 방해한 자 2. 제14조제1항을 위반하여 납품업자등에게 정보 제공을 요구한 자 3. 제14조의2를 위반하여 납품업자등의 경영활동을 간섭하는 행위를 하거나, 계열회사 또는 다른 사업자로 하여금 이를 행하도록 하는 행위를 한 자 4. 제18조를 위반하여 납품업자등에게 불리하게 계약조건을 변경하는 행위, 납품이나 매장 임차의 기회를 제한하는 행위 또는 계약의 이행과정에서 불이익을 주는 행위를 한 자 5. 제32조에 따른 시정명령에 따르지 아니한 자 ② 제38조제3항에 따라 준용되는 「독점규제 및 공정거래에 관한 법률」 제81조제1항제2호에 따른 감정을 거짓으로 한 자는 1억원 이하의 벌금에 처한다. <개정 2020.12.29> ③ 제38조제5항에 따라 준용되는 「독점규제 및 공정거래에 관한 법률」 제119조를 위반하여 비밀을 누설하거나 이 법의 시행을 위한 목적 외에 그 비밀을 이용한 사람은 2년 이하의 징역 또는 200만원 이하의 벌금에 처한다. <개정 2020.12.29>",2년 이하의 징역,1억 5천만원 이하의 벌금 / 1억원 이하의 벌금 / 200만원 이하의 벌금,,,,,2026-09-26 06:25
대리점거래의 공정화에 관한 법률,대리점법,법률,제30조(벌칙),벌칙(형사처벌),20250121,"제30조(벌칙) ① 다음 각 호의 어느 하나에 해당하는 자는 2년 이하의 징역 또는 1억5천만원 이하의 벌금에 처한다. <개정 2018.3.27> 1. 제6조를 위반하여 구입강제행위를 한 자 2. 제7조를 위반하여 경제상 이익 제공을 강요하는 행위를 한 자 3. 제8조를 위반하여 판매목표 강제 행위를 한 자 4. 제9조를 위반하여 불이익 제공 행위를 한 자 5. 제10조를 위반하여 경영활동 간섭 행위를 한 자 6. 제11조를 위반하여 주문내역의 확인요청 거부 또는 회피행위를 한 자 7. 제12조를 위반하여 불이익을 주는 행위를 한 자 8. 제23조에 따른 시정조치의 명령에 따르지 아니한 자 ② 제27조제4항에 따라 준용되는 「독점규제 및 공정거래에 관한 법률」 제119조를 위반하여 비밀을 누설하거나 이 법의 시행을 위한 목적 외에 그 비밀을 이용한 사람은 2년 이하의 징역 또는 2천만원 이하의 벌금에 처한다. <개정 2019.11.26, 2020.12.29> ③ 제1항의 징역형과 벌금형은 이를 병과할 수 있다.",2년 이하의 징역,1억5천만원 이하의 벌금 / 2천만원 이하의 벌금,,,,,2026-09-26 06:25
대규모유통업에서의 거래 공정화에 관한 법률,대규모유통업법,법률,제41조(과태료),과태료,20250121,"제41조(과태료) ① 대규모유통업자가 제1호부터 제4호까지의 규정에 해당하는 경우에는 1억원 이하, 제5호에 해당하는 경우에는 2억원 이하의 과태료를 각각 부과한다. <개정 2018.4.17, 2020.12.29> 1. 제30조제2항에 따른 자료를 제출하지 아니하거나 거짓의 자료를 제출한 자 2. 제30조제4항을 위반하여 납품업자등으로 하여금 자료를 제출하지 아니하게 하거나 거짓 자료를 제출하도록 요구한 자 3. 제38조제3항에 따라 준용되는 「독점규제 및 공정거래에 관한 법률」 제81조제1항제1호를 위반하여 정당한 사유 없이 출석하지 아니한 자 4. 제38조제3항에 따라 준용되는 「독점규제 및 공정거래에 관한 법률」 제81조제1항제3호 또는 같은 조 제6항에 따른 보고 또는 필요한 자료나 물건을 제출하지 아니하거나 거짓으로 보고 또는 자료나 물건을 제출한 자 5. 제38조제3항에 따라 준용되는 「독점규제 및 공정거래에 관한 법률」 제81조제2항 및 제3항에 따른 조사를 거부ㆍ방해 또는 기피한 자 ② 대규모유통업자의 임원이 제1항제5호에 해당하는 경우에는 5천만원 이하, 같은 항 제1호부터 제4호까지의 규정에 해당하는 경우에는 1천만원 이하의 과태료를 각각 부과한다. <개정 2018.4.17> ③ 대규모유통업자의 종업원이나 그 밖의 이해관계인이 제1항제5호에 해당하는 경우에는 5천만원 이하, 같은 항 제1호, 제3호 또는 제4호에 해당하는 경우에는 1천만원 이하, 같은 항 제2호에 해당하는 경우에는 500만원 이하의 과태료를 각각 부과한다. <신설 2018.4.17> ④ 제6조제8항을 위반하여 계약서 등 중요 서류를 보관하지 아니한 자는 1천만원 이하의 과태료를 부과한다. <개정 2018.4.17> ⑤ 제38조제1항에 따라 준용되는 「독점규제 및 공정거래에 관한 법률」 제66조에 위반하여 질서유지의 명령을 따르지 아니한 사람에게는 100만원 이하의 과태료를 부과한다. <개정 2018.4.17, 2020.12.29> ⑥ 제1항부터 제5항까지의 규정에 따른 과태료는 대통령령으로 정하는 바에 따라 공정거래위원회가 부과ㆍ징수한다. <개정 2018.4.17>",,,2억원 이하의 과태료 / 1천만원 이하의 과태료 / 500만원 이하의 과태료 / 100만원 이하의 과태료,,,,2026-09-26 06:25
대리점거래의 공정화에 관한 법률,대리점법,법률,제31조(양벌규정),양벌규정,20250121,"제31조(양벌규정) 법인의 대표자나 법인 또는 개인의 대리인, 사용인, 그 밖의 종업원이 그 법인 또는 개인의 업무에 관하여 제30조에 해당하는 위반행위를 하면 그 행위자를 벌하는 외에 그 법인 또는 개인에게도 해당 조문의 벌금형을 과(科)한다. 다만, 법인 또는 개인이 그 위반행위를 방지하기 위하여 해당 업무에 관하여 상당한 주의와 감독을 게을리하지 아니한 경우에는 그러하지 아니하다.",,,,,,,2026-09-26 06:25
대리점거래의 공정화에 관한 법률,대리점법,법률,제32조(과태료),과태료,20250121,"제32조(과태료) ① 공급업자가 제1호에 해당하는 경우에는 2억원 이하, 제2호 또는 제3호에 해당하는 경우에는 1억원 이하, 제4호에 해당하는 경우에는 5천만원 이하, 제5호에 해당하는 경우에는 1천만원 이하, 제6호에 해당하는 경우에는 2천만원 이하의 과태료를 부과한다. <개정 2018.1.16, 2020.12.29> 1. 제27조제2항에 따라 준용되는 「독점규제 및 공정거래에 관한 법률」 제81조제2항 및 제3항에 따른 조사를 정당한 사유 없이 거부ㆍ방해 또는 기피한 자 2. 제27조제2항에 따라 준용되는 「독점규제 및 공정거래에 관한 법률」 제81조제1항제1호를 위반하여 정당한 사유 없이 2회 이상 출석하지 아니한 자 3. 제27조제2항에 따라 준용되는 「독점규제 및 공정거래에 관한 법률」 제81조제1항제3호 또는 같은 조 제6항에 따른 보고 또는 필요한 자료나 물건의 제출을 정당한 사유 없이 하지 아니하거나, 거짓의 보고 또는 자료나 물건을 제출한 자 4. 제5조제1항 또는 제2항을 위반한 자 5. 제5조제3항을 위반한 자 6. 제27조의2제2항에 따른 자료를 제출하지 아니하거나 거짓의 자료를 제출한 자 ② 공급업자의 임원 또는 종업원이나 그 밖의 이해관계인이 제1항제1호에 해당하는 경우에는 5천만원 이하, 같은 항 제2호 또는 제3호에 해당하는 경우에는 1천만원 이하, 같은 항 제6호에 해당하는 경우에는 500만원 이하의 과태료를 부과한다. <개정 2018.1.16> ③ 제27조제1항에 따라 준용되는 「독점규제 및 공정거래에 관한 법률」 제66조에 따른 질서유지명령에 응하지 아니한 자에게는 100만원 이하의 과태료를 부과한다. <개정 2020.12.29> ④ 제1항부터 제3항까지의 규정에 따른 과태료는 대통령령으로 정하는 바에 따라 공정거래위원회가 부과ㆍ징수한다.",,,2천만원 이하의 과태료 / 500만원 이하의 과태료 / 100만원 이하의 과태료,,,,2026-09-26 06:25
가맹사업거래의 공정화에 관한 법률,가맹사업법,법률,제43조(과태료),과태료,20250121,"제43조(과태료) ①가맹본부가 제3호 또는 제4호의 규정에 해당하는 경우에는 1억원이하, 제1호, 제1호의2 또는 제2호의 규정에 해당하는 경우에는 5천만원 이하의 과태료를 부과한다. <개정 2007.8.3, 2013.8.13, 2018.4.17, 2020.12.29> 1. 제32조의2제2항에 따른 자료를 제출하지 아니하거나 거짓의 자료를 제출한 자 1의2. 제32조의2제4항을 위반하여 가맹점사업자로 하여금 자료를 제출하지 아니하게 하거나 거짓 자료를 제출하도록 요구한 자 2. 제37조제1항의 규정에 의하여 준용되는 「독점규제 및 공정거래에 관한 법률」 제81조제1항제1호를 위반하여 정당한 사유 없이 2회이상 출석하지 아니한 자 3. 제37조제1항의 규정에 의하여 준용되는 「독점규제 및 공정거래에 관한 법률」 제81조제1항제3호 또는 같은 조 제6항에 따른 보고 또는 필요한 자료나 물건의 제출을 정당한 사유없이 하지 아니하거나, 허위의 보고 또는 자료나 물건을 제출한 자 4. 제37조제1항의 규정에 의하여 준용되는 「독점규제 및 공정거래에 관한 법률」 제81조제2항 및 제3항에 따른 조사를 정당한 사유없이 거부ㆍ방해 또는 기피한 자 ② 삭제 <2018.4.17> ③ 가맹본부의 임원이 제1항제3호에 해당하는 경우에는 5천만원 이하, 같은 항 제1호, 제1호의2 또는 제2호에 해당하는 경우에는 1천만원 이하의 과태료를 부과한다. <개정 2018.4.17> ④ 가맹본부의 종업원 또는 이에 준하는 법률상 이해관계에 있는 자가 제1항제3호에 해당하는 경우에는 5천만원 이하, 같은 항 제2호에 해당하는 경우에는 1천만원 이하, 같은 항 제1호 또는 제1호의2에 해당하는 경우에는 500만원 이하의 과태료를 부과한다. <개정 2018.4.17> ⑤제37조제1항의 규정에 의하여 준용되는 「독점규제 및 공정거래에 관한 법률」 제66조에 따른 질서유지명령에 응하지 아니한 자는 100만원 이하의 과태료에 처한다. <개정 2007.8.3, 2020.12.29> ⑥다음 각 호의 어느 하나에 해당하는 자에게는 1천만원 이하의 과태료를 부과한다. <개정 2007.8.3, 2013.8.13, 2022.1.4> 1. 제6조의2제2항 본문을 위반하여 기한 내에 변경등록을 하지 아니하거나 거짓으로 변경등록을 한 자 2. 제9조제3항을 위반하여 같은 항 각 호의 어느 하나에 해당하는 정보를 서면으로 제공하지 아니한 자 3. 제9조제4항을 위반하여 근거자료를 비치하지 아니하거나 자료요구에 응하지 아니한 자 4. 제9조제5항을 위반하여 예상매출액 산정서를 제공하지 아니한 자 5. 제9조제6항을 위반하여 예상매출액 산정서를 보관하지 아니한 자 6. 제11조제3항을 위반하여 가맹계약서를 보관하지 아니한 자 7. 제12조의6제2항을 위반하여 광고 또는 판촉행사 비용의 집행 내역을 통보하지 아니하거나 열람 요구에 응하지 아니한 자 ⑦다음 각 호의 어느 하나에 해당하는 자에게는 300만원 이하의 과태료를 부과한다. <개정 2007.8.3, 2013.8.13, 2022.1.4> 1. 제6조의2제2항 단서를 위반하여 신고를 하지 아니하거나 거짓으로 신고한 자 2. 제29조제4항을 위반하여 가맹거래사임을 표시하거나 유사한 용어를 사용한 자 ⑧제1항부터 제7항까지의 규정에 따른 과태료는 대통령령으로 정하는 바에 따라 공정거래위원회가 부과ㆍ징수한다. <신설 2007.8.3> ⑨ 삭제 <2010.3.22> ⑩ 삭제 <2010.3.22> ⑪ 삭제 <2010.3.22>",,,5천만원 이하의 과태료 / 1천만원 이하의 과태료 / 500만원 이하의 과태료 / 100만원 이하의 과태료 / 300만원 이하의 과태료,,,,2026-09-26 06:25
가맹사업거래의 공정화에 관한 법률,가맹사업법,법률,제42조(양벌규정),양벌규정,20250121,"제42조(양벌규정) 법인의 대표자나 법인 또는 개인의 대리인, 사용인, 그 밖의 종업원이 그 법인 또는 개인의 업무에 관하여 제41조의 위반행위를 하면 그 행위자를 벌하는 외에 그 법인 또는 개인에게도 해당 조문의 벌금형을 과(科)한다. 다만, 법인 또는 개인이 그 위반행위를 방지하기 위하여 해당 업무에 관하여 상당한 주의와 감독을 게을리하지 아니한 경우에는 그러하지 아니하다.",,,,,,,2026-09-26 06:25
대리점거래의 공정화에 관한 법률,대리점법,법률,제25조(과징금),과징금,20250121,"제25조(과징금) ① 공정거래위원회는 제6조부터 제12조까지를 위반하는 행위가 있을 때에는 해당 사업자에 대하여 대통령령으로 정하는 법 위반 금액을 초과하지 아니하는 범위에서 과징금을 부과할 수 있다. 다만, 법 위반 금액을 산정하기 곤란한 경우 등에는 5억원을 초과하지 아니하는 범위에서 과징금을 부과할 수 있다. ② 제1항에 따른 과징금의 부과ㆍ징수에 관하여는 「독점규제 및 공정거래에 관한 법률」 제102조부터 제107조까지의 규정을 준용한다. <개정 2020.12.29>",,,,,,,2026-09-26 06:25
가맹사업거래의 공정화에 관한 법률,가맹사업법,법률,제35조(과징금),과징금,20250121,"제35조(과징금) ① 공정거래위원회는 제6조의5제1항ㆍ제4항, 제7조제3항, 제9조제1항, 제10조제1항, 제11조제1항ㆍ제2항, 제12조제1항, 제12조의2제1항ㆍ제2항, 제12조의3제1항ㆍ제2항, 제12조의4, 제12조의5, 제12조의6제1항, 제14조의2제5항, 제15조의2제3항ㆍ제6항을 위반한 가맹본부에 대하여 대통령령으로 정하는 매출액(대통령령으로 정하는 사업자의 경우에는 영업수익을 말한다. 이하 같다)에 100분의 2를 곱한 금액을 초과하지 아니하는 범위에서 과징금을 부과할 수 있다. 다만, 그 위반행위를 한 가맹본부가 매출액이 없거나 매출액의 산정이 곤란한 경우로서 대통령령으로 정하는 경우에는 5억원을 초과하지 아니하는 범위에서 과징금을 부과할 수 있다. <개정 2016.3.29, 2018.1.16> ② 공정거래위원회는 제1항에 따라 과징금을 부과하는 경우에는 다음 각 호의 사항을 고려하여야 한다. 1. 위반행위의 내용 및 정도 2. 위반행위의 기간 및 횟수 3. 위반행위로 취득한 이익의 규모 등 ③ 이 법을 위반한 회사인 가맹본부가 합병을 하는 경우에는 그 가맹본부가 한 위반행위는 합병 후 존속하거나 합병으로 설립되는 회사가 한 위반행위로 보아 과징금을 부과ㆍ징수할 수 있다. ④ 공정거래위원회는 이 법을 위반한 회사인 가맹본부가 분할되거나 분할합병되는 경우 분할되는 가맹본부의 분할일 또는 분할합병일 이전의 위반행위를 다음 각 호의 어느 하나에 해당하는 회사의 행위로 보고 과징금을 부과ㆍ징수할 수 있다. 1. 분할되는 회사 2. 분할 또는 분할합병으로 설립되는 새로운 회사 3. 분할되는 회사의 일부가 다른 회사에 합병된 후 그 다른 회사가 존속하는 경우 그 다른 회사 ⑤ 공정거래위원회는 이 법을 위반한 회사인 가맹본부가 「채무자 회생 및 파산에 관한 법률」 제215조에 따라 신회사를 설립하는 경우에는 기존 회사 또는 신회사 중 어느 하나의 행위로 보고 과징금을 부과ㆍ징수할 수 있다. ⑥ 제1항에 따른 과징금의 부과기준은 대통령령으로 정한다.",,,,,,,2026-09-26 06:25
표시ㆍ광고의 공정화에 관한 법률,표시광고법,법률,제20조(과태료),과태료,20250121,"제20조(과태료) ① 제16조제2항에 따라 준용되는 「독점규제 및 공정거래에 관한 법률」 제81조제2항 및 제3항에 따른 조사를 거부ㆍ방해 또는 기피한 경우 사업자등에게는 2억원 이하의 과태료를 부과하고, 법인 또는 사업자단체의 임원이나 종업원 또는 그 밖의 이해관계인에게는 5천만원 이하의 과태료를 부과한다. <신설 2018.6.12, 2020.12.29> ② 사업자등이 다음 각 호의 어느 하나에 해당하는 경우에는 1억원 이하의 과태료를 부과하고, 법인 또는 사업자단체의 임원이나 종업원 또는 그 밖의 이해관계인이 다음 각 호의 어느 하나에 해당하는 경우에는 1천만원 이하의 과태료를 부과한다. <개정 2018.6.12, 2020.12.29> 1. 제4조제5항을 위반하여 고시된 중요정보를 표시ㆍ광고하지 아니한 경우 2. 제5조제3항을 위반하여 실증자료를 제출하지 아니한 경우 3. 제5조제5항을 위반하여 표시ㆍ광고 행위를 중지하지 아니한 경우 4. 제8조제1항을 위반하여 임시중지명령에 따르지 아니한 경우 5. 삭제<2018.6.12> 6. 제16조제2항에 따라 준용되는 「독점규제 및 공정거래에 관한 법률」 제81조제1항제1호를 위반하여 정당한 사유 없이 출석하지 아니한 경우 7. 제16조제2항에 따라 준용되는 「독점규제 및 공정거래에 관한 법률」 제81조제1항제3호 또는 같은 조 제6항에 따른 보고 또는 필요한 자료나 물건의 제출을 하지 아니하거나 거짓으로 보고하거나 거짓 자료ㆍ물건을 제출한 경우 8. 삭제<2018.6.12> ③ 제14조제5항에 따른 시정명령에 따르지 아니한 경우 사업자등에게는 3천만원 이하의 과태료를 부과하고, 법인 또는 사업자단체의 임원이나 종업원 또는 그 밖의 이해관계인에게는 3백만원 이하의 과태료를 부과한다. <신설 2018.6.12> ④ 제16조제1항에 따라 준용되는 「독점규제 및 공정거래에 관한 법률」 제66조에 따른 질서유지명령에 따르지 아니한 자에게는 100만원 이하의 과태료를 부과한다. <개정 2018.6.12, 2020.12.29> ⑤ 제1항부터 제4항까지에 따른 과태료는 대통령령으로 정하는 바에 따라 공정거래위원회가 부과ㆍ징수한다. <개정 2018.6.12>",,,2억원 이하의 과태료 / 5천만원 이하의 과태료 / 1억원 이하의 과태료 / 1천만원 이하의 과태료 / 3천만원 이하의 과태료 / 만원 이하의 과태료 / 100만원 이하의 과태료,,,,2026-09-26 06:25
표시ㆍ광고의 공정화에 관한 법률,표시광고법,법률,제19조(양벌규정),양벌규정,20250121,"제19조(양벌규정) 법인(법인격 없는 단체를 포함한다. 이하 이 조에서 같다)의 대표자나 법인 또는 개인의 대리인, 사용인, 그 밖의 종업원이 그 법인 또는 개인의 업무에 관하여 제17조의 위반행위를 하면 그 행위자를 벌하는 외에 그 법인 또는 개인에게도 해당 조문의 벌금형을 과(科)한다. 다만, 법인 또는 개인이 그 위반행위를 방지하기 위하여 해당 업무에 관하여 상당한 주의와 감독을 게을리하지 아니한 경우에는 그러하지 아니하다.",,,,,,,2026-09-26 06:25
